"uniprot","main_gene","protein_name","V24_1","V24_2","V24_3","V24_4","I24_1","I24_2","I24_3","I24_4","V36_1","V36_2","V36_3","V36_4","I36_1","I36_2","I36_3","I36_4","veh_pval","INK_pval"
"A3KGB4","Tbc1d8b","TBC1 domain family member 8B",700391.735361335,773990.829481406,670633.125655017,539639.287683726,489887.516592233,600107.375449445,496375.396969687,516933.593733345,690170.640940112,723904.537455821,561586.458369335,541650.397340969,465689.77898112,515330.742592796,420838.189073996,509930.255639139,0.81,0.96
"A3KGF9",NA,"Uncharacterized protein C15orf52 homolog",55929.7980726347,30606.9422727437,42072.8593491299,74554.9173569968,50135.4932845083,51585.0495201906,36411.9134522209,92692.9824993386,75518.1920761878,41223.3444045983,45072.5539475997,87284.7824330038,81580.3537966148,60044.2475001025,62948.0359817868,145288.464804185,0.09,0
"A3KGS3","Ralgapa2","Ral GTPase-activating protein subunit alpha-2",230123.923388981,43453.2015183704,78500.9078316906,68210.4131821155,219360.167571044,30191.9796402318,67238.1499892114,60429.2249629246,237211.094024396,40738.4990038318,71065.1054373814,68032.4767189111,182328.011655277,32590.2349822533,76161.268540023,72309.3208724543,0.91,1
"A3KGV1","Odf2","Outer dense fiber protein 2",4318.54770997911,2398.10034147977,1748.83843372003,1148.61606017658,5697.42178836665,1974.9235075434,1859.69371763424,1929.72198038289,3655.64967109945,1534.03117890083,3174.87376635671,1671.36260159016,4443.7610446155,2319.70845833007,3102.4680939758,2212.61223679118,0.68,0.68
"A3KGW5","Cercam","Probable inactive glycosyltransferase 25 family member 3",35928.1849503689,66362.4462826801,372751.021044472,333891.826879475,7091.08620899625,20902.9053339769,149700.654305174,38999.9474008387,45017.8418261297,101628.846441554,395973.897850761,364109.870417428,15810.3397800297,22333.8910643053,140451.869165505,30943.6291974072,0.11,0.65
"A3KMP2","Ttc38","Tetratricopeptide repeat protein 38",233620.373958726,358898.86005639,446462.708566079,140894.735011516,242067.421804911,369506.105796667,474201.058065999,197417.46340361,300198.862997601,375365.504434396,420373.363600173,151397.239770448,313220.883939253,375761.813452955,428327.139926253,181840.489534799,0.75,1
"A6H5Y3","Mtr","Methionine synthase",642149.490254354,507197.22439366,815343.652592302,375752.379954819,602867.485319314,507672.792285864,742193.782530576,436960.499749205,680465.460946068,422012.390200192,691311.86692963,330902.688689711,599043.842048712,487270.25866588,721866.780786162,450950.139128645,0.59,1
"A6H5Z3","Exoc6b","Exocyst complex component 6B",1022496.25702618,459198.943474626,778340.783846736,593149.32858409,1064800.80418823,495074.485258005,816762.048620787,827865.750218468,1052129.74026345,416770.153125914,748607.888640797,650801.814203374,1087221.65864663,498120.550984448,842466.122056049,868944.434705579,0.96,1
"A6H611","Mipep","Mitochondrial intermediate peptidase",344960.77114268,355807.24972581,315999.376926369,505376.618999293,322895.638017112,362829.583639046,269876.024481054,438604.832401257,392714.546201698,372453.150504242,342010.25453572,498117.550525728,368541.456476568,344382.73228763,263229.814319685,426614.149700414,0.83,1
"A6H619","Phrf1","PHD and RING finger domain-containing protein 1",107029.704700707,60643.3793858176,109993.659567695,121845.88234024,129517.323146846,94731.97029111,135892.680451645,138018.036601589,117306.088623667,68246.7073508753,119339.021194593,121078.493376444,158328.278176465,95478.9944009913,146266.018281712,160386.935402636,0.78,0.89
"A6H630","Armt1","Protein-glutamate O-methyltransferase",229817.385256839,180863.326486047,193627.16219001,141923.427197459,240853.671021809,215324.059945526,226473.336082876,210739.344889729,233087.351536808,175167.834131422,176122.369306355,139234.372616923,259636.887640124,218150.807143655,207226.078219081,186054.335420003,0.91,1
"A6H687","Sac3d1","SAC3 domain-containing protein 1",17562.719108411,12394.4719226513,14240.5554595533,17686.2867056854,14589.0315481399,18397.3434161916,12771.724904371,16713.6659565391,21858.7122138591,17068.0347934818,15045.0713513978,17996.7205588258,14635.9644822638,18973.2522975401,13218.6790679469,17334.416835258,0.29,1
"A6H6A9","Rabgap1l","Rab GTPase-activating protein 1-like",71133.1314952152,47012.2633309342,67216.9773882852,50345.45888624,64459.0168488446,42733.8887169449,66316.4612253869,52104.4425363476,74264.7661619372,45946.280059781,66267.8097007364,54656.2702330276,60947.5792832058,35531.35296605,59456.8232572075,65281.6691029934,0.92,1
"A6H8H2","Dennd4c","DENN domain-containing protein 4C",355526.757384949,383854.338644834,452068.628952808,266701.984629203,316333.797845967,293252.758321929,362626.380592098,301581.756404385,310738.381587971,321072.664125209,390400.945946129,321402.290840391,275391.007326112,274826.365371562,382045.423659307,302422.366086973,0.79,1
"A6X8Z5","Arhgap31","Rho GTPase-activating protein 31",36528.8081030346,38178.5020796899,28350.211255254,22414.6613147564,27773.3994295857,17634.3123124635,21794.2073796251,14156.5893323729,37945.1439549758,33411.6728206746,25351.7094905267,25465.3890645685,31680.6476603709,16974.0434490651,25937.6408699342,17952.0815415582,0.93,0.78
"A6X919","Dpy19l1","Probable C-mannosyltransferase DPY19L1",20038.0145254577,32479.221488943,42246.4436859778,53811.4296636144,12070.7517848879,28113.5492642073,38060.8858168788,36470.7408216226,28610.1417749335,37481.5848903916,49031.5334096638,59003.6601485644,17138.3833348437,30151.8263375362,37326.2926750751,41423.3403809684,0.15,0.75
"A8C756","Thada","Thyroid adenoma-associated protein homolog",308377.360934857,218490.285282762,275410.995649191,176907.985135185,233090.723304886,227350.093645588,227098.209821062,209429.452777077,300256.403590451,199229.620264218,223772.532184292,148950.911885773,246618.812530847,225288.921958344,208941.728777962,185120.975419371,0.46,1
"A8Y5H7","Sec14l1","",59020.0856172913,39968.3383537404,41246.6737895967,28568.7671990816,34944.6436397469,31543.8717044457,28583.6341210558,23858.1519794819,49957.7017223078,41167.5584701616,29683.8014054903,28221.1921635698,36122.0350896878,35737.9826054226,26254.9000605843,20952.5594259413,0.49,1
"B0F2B4","Nlgn4l","Neuroligin 4-like",34233.6038386214,64830.6564175554,49547.4198647683,33366.623648782,29917.6924797327,58663.8217705375,46985.2978304454,26469.5751913007,40300.4722223051,73944.2560959236,54811.4535451664,36714.567490082,37522.5400990448,59302.7064999299,45550.5223382806,26003.6841352413,0.47,1
"B0V2N1","Ptprs","Receptor-type tyrosine-protein phosphatase S",270759.384531055,383747.16282004,239726.609025039,204041.997443346,245822.463290133,214030.224595726,166685.06966115,141050.297492153,349865.984726016,386514.48750786,267083.957378383,274971.18408146,283536.674285084,251426.22958807,208655.787018149,166742.018936348,0.23,0.42
"B1AQJ2","Usp36","Ubiquitin carboxyl-terminal hydrolase 36",103245.874632079,151901.120909172,150022.397354489,176844.819825521,78138.9996333904,120227.161735242,122197.531023065,133606.208485998,64799.3386381014,113475.153695477,102249.90121446,117502.335344228,71065.9468753402,109200.633656296,99186.3883421432,114932.303371881,0,0.7
"B1AR13","Cisd3","CDGSH iron-sulfur domain-containing protein 3, mitochondrial",842635.007991854,959635.846612084,853807.285702599,989619.930108426,957282.713985107,1071644.00992071,951457.054407575,1082361.06567976,741842.093319471,930804.723705094,1009302.41393772,959923.342570498,945846.862162378,1098178.39072603,1028314.64966051,1173796.28197067,0.96,1
"B1ARD6","Slfn9","",43443.1588461627,17188.5290086042,49591.0530860525,15241.789221721,3807.51092011642,3108.60538521518,4948.30578703453,4701.25846435543,27524.5425898289,16426.4965474591,31015.8033683862,13044.1346686063,3137.95572133635,3111.34149228994,3886.62919660703,4551.36519844942,0.01,0.85
"B1ARW8",NA,"Uncharacterized protein C1orf122 homolog",68123.3102102459,70898.4569597074,77863.483381626,43414.4196930579,51715.8979500057,57657.7818479047,69150.9579322145,31307.8149946276,67170.0110635241,85647.8169882001,73698.7287054307,52766.99773414,53339.1265561903,47803.0067433331,65166.1270614825,44850.6932068168,0.74,1
"B1AUE5","Pex10","Peroxisome biogenesis factor 10",46104.2930058205,74716.3896106185,77620.6550196966,71058.2662863575,42970.5706930091,79415.7796470378,77311.635376887,63128.438816336,58049.8270967887,77818.0970137233,86403.5400151048,72336.638350542,45106.0061175972,82604.447217054,76712.7276482346,56859.4676855302,0.62,1
"B1AVH7","Tbc1d2","TBC1 domain family member 2A",9907.88718982737,8965.66995868249,29032.2174748916,21921.0695378171,15963.3514452565,10076.1574773831,25443.6435866705,32588.443560082,7509.43087723259,9255.54282816929,34095.6425470279,26685.6056239124,12204.8821943243,14462.2857548738,44438.0727298636,37058.5097897799,0.92,0.3
"B1AVY7","Kif16b","Kinesin-like protein KIF16B",159007.076732036,121496.163844693,170416.185563401,169436.431363599,291312.831181811,193013.693977825,233294.874391408,259929.97422655,178644.360601837,129004.973385004,170141.177313309,166988.895806509,276028.168391921,202845.901820431,256653.153843976,274229.403714957,0.89,1
"B1AVZ0","Uprt","Uracil phosphoribosyltransferase homolog",52360.5446965063,34583.989802002,40064.7826217686,33230.3670522229,58219.5792294608,45904.6147055888,39827.0220074465,49274.239471671,46304.8330862095,36957.3611829638,44864.6363211748,37886.6434605307,57976.6596469426,47277.0403885665,61026.779681326,57039.2767444754,0.87,0.6
"B1AWL2","Zfp462","",38722.4716111759,36641.7656380361,35384.6453648955,79799.4427821725,40196.644424128,49778.6563202778,26114.5149750287,59027.3617019376,80727.5337488804,71936.7828375891,64777.258680247,129910.817747218,70672.4062170463,46476.4623485732,53638.5892587179,86624.043588022,0,0
"B1AX39","Zcchc7","Zinc finger CCHC domain-containing protein 7",12752.9442287704,4378.13244281226,9463.28648738177,11385.0958860017,6954.53924589727,5714.10778995623,3267.48204982519,7949.65134938105,12953.3464604306,5737.66531484414,9407.27591582547,14086.5257873373,5088.66823405907,2526.15924125876,3116.76518196647,9078.16120151227,0.47,0.06
"B1AXD8","Akirin2","Akirin-2",62600.8341733751,59024.2000020151,67660.8979874373,67708.7001510766,46965.8336873866,67161.6659974917,59069.6616228116,58489.4698344018,53389.0390759334,59476.0099234725,56498.5294454272,62296.869413396,47624.6663306782,66388.0457790216,54738.7842202858,57173.7903916252,0.59,1
"B1AXP6","Tomm5","Mitochondrial import receptor subunit TOM5 homolog",267914.327492113,292845.574806768,303175.004061975,359708.391300376,324981.772175569,287936.422044867,333717.29139907,362101.559013397,236242.494044753,280094.613755855,320231.120516596,339027.641142025,331948.42193235,302511.159045074,333258.312925423,403568.393214233,0.89,1
"B1AY10","Nfx1","Transcriptional repressor NF-X1",91857.9830230036,92500.9810909586,114081.902692365,87161.8108041973,100398.683265989,113699.928271829,110819.621706926,113394.851888228,107466.647246306,107273.070396332,127950.03887347,98963.2963145828,133966.237424938,131482.643685607,152202.71386641,142007.978919613,0.39,0.1
"B1AY13","Usp24","Ubiquitin carboxyl-terminal hydrolase 24",186049.487576938,140400.330479414,250748.740140739,145388.495613267,154272.781827198,129292.303000185,211476.366366409,126690.256831645,192952.788023887,130350.398862597,210632.897710679,129105.199728972,149620.410277073,118091.96965354,204189.649055348,128509.946204598,0.72,1
"B1AZ99","Otud3","OTU domain-containing protein 3",18684.4570857182,17685.6599497615,24925.9519327344,23726.6950326169,12148.3805212425,17186.4462298405,17959.0448115078,17222.2942768773,21824.1878581491,26761.6612832574,31385.1182390679,31831.7363307106,16176.3950590142,19602.9807222946,26310.7267851193,24473.2482518528,0.01,0.03
"B1AZA5","Tmem245","Transmembrane protein 245",99433.3066135629,80842.7246416962,93657.7609382118,160557.193548092,68834.8412866739,62861.3222226764,71430.01131621,100932.761288818,94469.1863313569,101259.674816605,98015.5970416049,159816.93052212,91852.3896457973,68454.3421727474,83143.6939891816,113441.672547343,0.85,0.51
"B1AZI6","Thoc2","THO complex subunit 2",1013587.4925608,1225926.54975272,1018361.4428413,1266915.63952971,1050084.07594312,1428029.29825979,1022883.59420302,1239283.35377096,1308185.37844624,1507860.99257004,1271145.70785553,1528709.3126724,1222999.43243514,1356867.96521326,1145932.02686377,1258718.31614577,0.07,1
"B1AZP2","Dlgap4","Disks large-associated protein 4",155702.21249488,113260.113924028,105924.3874088,97779.8993585749,141755.976876458,132161.96345551,121381.723642656,114989.018459371,176831.83192706,114648.299081427,119111.166261524,107343.688626341,176306.214915669,136948.042372042,143978.484203204,147196.362452535,0.69,0.46
"B2B9E1","Triqk","Triple QxxK/R motif-containing protein",6957.36178124626,15332.7383808347,23983.0949336805,21910.2411990177,3914.97843737025,17719.7386208157,13760.2404429737,13261.6819168587,8903.16021800919,15941.6511466926,21566.4694149273,27106.0989309971,12165.9039051652,14918.4810625795,15109.9795649987,10200.3894774899,0.63,0.28
"B2KF05","Brpf3","",1289.4717881016,1412.3300218235,1164.91213030091,2162.68992264939,1306.04641556708,1348.15984685869,1332.89044113566,1419.97879020455,2665.37620862978,2307.24053767787,1936.29223330447,2277.54103727066,1552.54906935233,1747.94360715708,1741.11292529259,1689.93056941663,0,0.18
"B2RQC2","Usp42","Ubiquitin carboxyl-terminal hydrolase 42",11141.7031716989,12421.6780935604,11828.397161169,24130.0506528945,8386.13276115324,16730.2863308726,10327.7742839096,17739.2836107006,11557.0280739357,16482.2824818959,11235.1469913827,19374.1308778276,10160.3453843578,15888.1197166049,9545.55278605773,16000.2610696494,0.94,1
"B2RQC6","Cad","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase",4437235.25592182,2977426.85570407,3952411.00971602,3410565.7771841,3333895.24996015,2873392.67268036,3067348.96232116,3218432.79083064,3757688.41607354,2487314.33262954,3334277.18723476,2918302.14804762,3073115.27387729,2655414.49108846,3153120.63428561,3171227.8609692,0.22,1
"B2RQE8","Arhgap42","Rho GTPase-activating protein 42",10109.0528390456,10293.8257566997,10713.8529218447,11793.865675679,11437.0724832718,12383.497184526,8165.88472582402,13351.1450333167,10961.4829379375,11426.2719828702,10580.064058811,10328.6124705173,13456.5918428052,13882.6493639065,8193.04852808303,12098.9537939169,0.95,1
"B2RR83","Ythdc2","Probable ATP-dependent RNA helicase YTHDC2",96971.4222397974,93646.937986827,93358.0196789552,89260.7038081475,94897.6107063253,119878.821448757,93965.3883797392,114225.37922774,119914.595499537,103302.424474657,90700.5042945537,103905.075133826,100903.824786557,112080.925599065,104749.998011656,103276.284069877,0.57,1
"B2RRD7","Brpf1","",96712.7806908026,101652.147669476,98667.9929995826,117821.34975313,97097.5340006977,189571.760194703,101160.115170799,151682.719640594,115426.429257232,145166.486743889,120582.729370924,139745.252335811,143148.852785129,184750.154614772,128854.888363929,161457.55422689,0.05,0.47
"B2RRE7","Otud4","OTU domain-containing protein 4",358534.662806593,411893.183269642,384712.214966071,428170.563359577,399286.077928596,516779.402632531,435745.286761794,490443.116008332,400242.773766248,429034.854888113,350488.356836975,421849.103261745,476334.116786403,550636.681406803,470224.41587606,566947.570971835,0.95,0.85
"B2RSH2","Gnai1","Guanine nucleotide-binding protein G(i) subunit alpha-1",38139.0912284431,455043.819190326,330445.767364589,146236.715485886,40033.5466626487,636069.363120803,463847.247376332,152003.225157519,37237.39466292,444433.413555436,326478.143264889,162440.10138641,57795.5060105851,645426.91034322,463307.34854343,141966.801272526,0.94,1
