uniprot,Mean Diff.,Discovery?,q value,Individual P Value
O89051,-0.1116,No,1.00,0.38
O89079,0.1618,No,0.87,0.20
O89084,-0.04792,No,1.00,0.71
O89086,0.2315,No,0.51,0.07
O89090,0.2237,No,0.55,0.08
O89110,0.06857,No,1.00,0.59
O89112,-0.1845,No,0.77,0.15
O89113,-0.9004,Yes,0.00,0.00
O89116,0.05112,No,1.00,0.69
P00158,0.03012,No,1.00,0.81
P00375,0.03409,No,1.00,0.79
P00397,0.2086,No,0.64,0.10
P00405,-0.1228,No,1.00,0.33
P00416,0.1333,No,0.98,0.29
P00493,0.1076,No,1.00,0.40
P00520,-0.118,No,1.00,0.35
P01027,-0.1723,No,0.83,0.17
P01029,-0.815,Yes,0.00,0.00
P01132,0.04241,No,1.00,0.74
P01139,-0.6522,Yes,0.00,0.00
P01831,0.01571,No,1.00,0.90
P01887,0.02896,No,1.00,0.82
P01899,-0.1829,No,0.78,0.15
P01901,0.1237,No,1.00,0.33
P02340,-0.2659,No,0.36,0.04
P02463,-0.2982,No,0.24,0.02
P02468,-0.1802,No,0.79,0.15
P02469,-0.1438,No,0.94,0.26
P02802,-0.4292,Yes,0.02,0.00
P03888,0.09653,No,1.00,0.45
P03899,0.1825,No,0.78,0.15
P03911,0.05796,No,1.00,0.65
P03921,0.0282,No,1.00,0.82
P03930,-0.01737,No,1.00,0.89
P03958,0.07131,No,1.00,0.57
P03995,-0.2472,No,0.44,0.05
P04117,-0.1973,No,0.70,0.12
P04202,0.1966,No,0.71,0.12
P04627,-0.07575,No,1.00,0.55
P04918,-0.2814,No,0.30,0.03
P04925,-0.05533,No,1.00,0.66
P05017,-0.1452,No,0.94,0.25
P05063,0.1986,No,0.69,0.12
P05064,-0.06612,No,1.00,0.60
P05132,0.05756,No,1.00,0.65
P05201,0.01388,No,1.00,0.91
P05202,0.05151,No,1.00,0.68
P05213,0.08003,No,1.00,0.53
P05480,-0.01631,No,1.00,0.90
P05622,-0.09038,No,1.00,0.48
P05627,0.4942,Yes,0.00,0.00
P06151,0.09465,No,1.00,0.46
P06339,-0.1135,No,1.00,0.37
P06537,-0.1061,No,1.00,0.40
P06745,0.04455,No,1.00,0.73
P06795,-0.1138,No,1.00,0.37
P06797,0.1052,No,1.00,0.41
P06798,-0.3634,No,0.08,0.00
P06801,0.005071,No,1.00,0.97
P06802,-0.2554,No,0.40,0.04
P06869,0.1029,No,1.00,0.42
P06909,-0.0001205,No,1.00,1.00
P07091,-0.0203,No,1.00,0.87
P07141,-0.1769,No,0.80,0.16
P07214,0.00005817,No,1.00,1.00
P07356,-0.00513,No,1.00,0.97
P07607,0.2566,No,0.40,0.04
P07742,0.1332,No,0.98,0.29
P07901,0.001457,No,1.00,0.99
P07903,-0.1402,No,0.95,0.27
P08003,-0.07539,No,1.00,0.55
P08030,-0.1645,No,0.86,0.19
P08032,-0.07225,No,1.00,0.57
P08071,-0.1092,No,1.00,0.39
P08074,-0.007288,No,1.00,0.95
P08113,-0.01126,No,1.00,0.93
P08121,-0.03149,No,1.00,0.80
P08122,-0.2434,No,0.46,0.05
P08207,0.01573,No,1.00,0.90
P08226,-0.05002,No,1.00,0.69
P08228,0.03283,No,1.00,0.80
P08249,0.08639,No,1.00,0.50
P08556,-0.171,No,0.84,0.18
P08752,-0.005422,No,1.00,0.97
P08775,0.04129,No,1.00,0.74
P09021,-0.2875,No,0.28,0.02
P09024,-0.04714,No,1.00,0.71
P09055,-0.1092,No,1.00,0.39
P09103,0.1518,No,0.91,0.23
P09242,-0.3552,No,0.09,0.01
P09405,0.002174,No,1.00,0.99
P09411,0.08459,No,1.00,0.50
P09450,0.05872,No,1.00,0.64
P09528,-0.1727,No,0.83,0.17
P09535,-0.4109,Yes,0.03,0.00
P09542,0.2013,No,0.68,0.11
P09602,-1.002,Yes,0.00,0.00
P09671,0.00008007,No,1.00,1.00
P09803,0.0478,No,1.00,0.71
P09925,0.06159,No,1.00,0.63
P09926,-0.1829,No,0.78,0.15
P0C090,-0.1582,No,0.88,0.21
P0C0A3,-0.00788,No,1.00,0.95
Q3THW5,-0.1799,No,0.79,0.16
P0C605,-0.1627,No,0.86,0.20
P0C7T6,-0.1285,No,1.00,0.31
P0C872,-0.007092,No,1.00,0.96
P0C8B4,-0.02583,No,1.00,0.84
P0CB42,0.056,No,1.00,0.66
P0CG14,-0.03752,No,1.00,0.77
P0DN34,0.1319,No,0.98,0.30
P0DN91,-0.02583,No,1.00,0.84
P0DOV1,-0.1789,No,0.79,0.16
P0DOV2,-0.1856,No,0.77,0.14
P0DP28,0.1132,No,1.00,0.37
P0DPE0,0.1611,No,0.87,0.20
P10107,-0.1219,No,1.00,0.34
P10126,0.008878,No,1.00,0.94
P10148,0.09422,No,1.00,0.46
P10284,-0.1229,No,1.00,0.33
P10287,-0.04547,No,1.00,0.72
P10404,0.04383,No,1.00,0.73
P10493,-0.1502,No,0.92,0.24
P10518,0.1014,No,1.00,0.42
P10605,0.0464,No,1.00,0.71
P10630,-0.253,No,0.41,0.05
P10639,0.05606,No,1.00,0.66
P10649,-0.04849,No,1.00,0.70
P10711,0.09721,No,1.00,0.44
P10810,-0.03464,No,1.00,0.78
P10833,-0.2674,No,0.35,0.03
Q8CGP1,-0.1416,No,0.95,0.26
P10922,-0.6983,Yes,0.00,0.00
P11031,-0.04183,No,1.00,0.74
P11087,-0.06768,No,1.00,0.59
P11103,-0.2356,No,0.49,0.06
P11152,-0.5032,Yes,0.00,0.00
P11157,0.335,No,0.13,0.01
P11214,0.2009,No,0.68,0.11
P11276,-0.1831,No,0.78,0.15
P11352,-0.07087,No,1.00,0.58
P11438,0.1704,No,0.84,0.18
P11440,0.5382,Yes,0.00,0.00
P11499,0.1865,No,0.76,0.14
P11531,-0.1458,No,0.94,0.25
P11609,0.1055,No,1.00,0.41
P11688,0.08762,No,1.00,0.49
P11881,-0.0926,No,1.00,0.46
P11928,-0.3677,No,0.07,0.00
P11930,-0.0003576,No,1.00,1.00
P11983,0.08147,No,1.00,0.52
P12023,-0.2757,No,0.32,0.03
P12032,0.05907,No,1.00,0.64
P12265,-0.02151,No,1.00,0.87
P12367,0.01099,No,1.00,0.93
P12382,-0.04668,No,1.00,0.71
P12399,-0.5123,Yes,0.00,0.00
P12787,0.01087,No,1.00,0.93
P12815,-0.02037,No,1.00,0.87
P12970,0.3717,No,0.07,0.00
P13020,0.06459,No,1.00,0.61
P13405,-0.3081,No,0.20,0.02
P13439,-0.07525,No,1.00,0.55
P13504,0.004404,No,1.00,0.97
P13516,-0.007231,No,1.00,0.95
P13595,-0.1147,No,1.00,0.37
P13597,-0.172,No,0.84,0.17
P13705,-0.8659,Yes,0.00,0.00
P13808,0.1198,No,1.00,0.34
P13864,-0.72,Yes,0.00,0.00
P14069,-0.1316,No,0.99,0.30
P14094,0.08992,No,1.00,0.48
P14115,0.1012,No,1.00,0.42
P14131,-0.0003408,No,1.00,1.00
P14148,0.28,No,0.30,0.03
P14152,0.04425,No,1.00,0.73
P14206,0.1079,No,1.00,0.39
P14211,0.1431,No,0.94,0.26
P14404,-0.2119,No,0.62,0.09
P14576,0.07605,No,1.00,0.55
P14602,0.00164,No,1.00,0.99
P14685,0.06958,No,1.00,0.58
P14733,-0.02124,No,1.00,0.87
P14824,-0.03377,No,1.00,0.79
P14869,0.08794,No,1.00,0.49
P14873,-0.1311,No,0.99,0.30
P14901,0.285,No,0.29,0.02
P15066,0.01628,No,1.00,0.90
P15105,0.446,Yes,0.01,0.00
P15116,0.03533,No,1.00,0.78
P15208,-0.1886,No,0.75,0.14
P15261,-0.1939,No,0.72,0.13
P15306,-0.04746,No,1.00,0.71
P15307,0.03181,No,1.00,0.80
P15379,0.06455,No,1.00,0.61
P15532,0.1683,No,0.85,0.18
P15626,0.04875,No,1.00,0.70
P15655,-0.1778,No,0.80,0.16
P15806,0.1328,No,0.98,0.29
P15864,-0.1937,No,0.72,0.13
P15920,0.06925,No,1.00,0.58
P15975,0.01838,No,1.00,0.88
P16045,-0.03318,No,1.00,0.79
P16054,-0.203,No,0.67,0.11
P16056,-0.04624,No,1.00,0.72
P16092,0.1468,No,0.93,0.25
P16110,-0.2944,No,0.25,0.02
P16125,0.1166,No,1.00,0.36
P16254,0.05087,No,1.00,0.69
P16330,0.184,No,0.77,0.15
P16332,0.01349,No,1.00,0.92
P16460,-0.1417,No,0.95,0.26
P16546,-0.06538,No,1.00,0.61
P16627,-0.1037,No,1.00,0.41
P16675,-0.08331,No,1.00,0.51
P16858,0.00623,No,1.00,0.96
P16879,-0.2541,No,0.41,0.04
P16882,-0.1402,No,0.95,0.27
P17012,-0.1467,No,0.93,0.25
P17047,0.104,No,1.00,0.41
P17095,-0.2296,No,0.52,0.07
P17125,-0.01189,No,1.00,0.93
P17141,-1.323,Yes,0.00,0.00
P17156,-0.06653,No,1.00,0.60
P17182,0.01296,No,1.00,0.92
P17183,-0.2028,No,0.67,0.11
P17225,0.05785,No,1.00,0.65
P17426,0.07852,No,1.00,0.54
P17427,-0.06504,No,1.00,0.61
P17439,0.03258,No,1.00,0.80
Q63836,-0.06726,No,1.00,0.60
P17665,-0.03293,No,1.00,0.80
P17710,0.03241,No,1.00,0.80
P17742,0.04067,No,1.00,0.75
P17751,-0.01355,No,1.00,0.91
P17809,0.0808,No,1.00,0.52
P17879,0.08536,No,1.00,0.50
P17918,0.3752,No,0.06,0.00
P18052,-0.06936,No,1.00,0.58
P18155,0.5792,Yes,0.00,0.00
P18242,0.2411,No,0.46,0.06
P18406,-0.2046,No,0.66,0.11
P18572,-0.1328,No,0.98,0.29
P18581,0.04539,No,1.00,0.72
P18653,0.04525,No,1.00,0.72
P18654,-0.2767,No,0.31,0.03
P18760,0.1307,No,0.99,0.30
P18826,-0.008004,No,1.00,0.95
P18828,0.3116,No,0.19,0.01
P18872,-0.04138,No,1.00,0.74
P18911,-0.2733,No,0.33,0.03
P19096,0.175,No,0.82,0.17
P19157,0.06986,No,1.00,0.58
P19182,-0.217,No,0.59,0.09
P19253,0.1114,No,1.00,0.38
P19258,-0.1427,No,0.94,0.26
P19324,0.2606,No,0.39,0.04
P19426,-0.1628,No,0.86,0.20
P19536,0.06083,No,1.00,0.63
P19783,0.1134,No,1.00,0.37
P19788,0.1988,No,0.69,0.12
P19973,-0.07935,No,1.00,0.53
P20029,0.1229,No,1.00,0.33
P20033,-0.4519,Yes,0.01,0.00
P20060,-0.03871,No,1.00,0.76
P20065,-0.251,No,0.42,0.05
P20067,0.3346,No,0.13,0.01
P20108,-0.05674,No,1.00,0.65
P20152,0.1264,No,1.00,0.32
P20352,-0.001987,No,1.00,0.99
P20357,-0.07332,No,1.00,0.56
P20444,0.2323,No,0.51,0.07
P20664,0.08008,No,1.00,0.53
P20826,-0.277,No,0.31,0.03
P21107,-0.0376,No,1.00,0.77
P21126,0.1051,No,1.00,0.41
P21237,-0.1249,No,1.00,0.32
P21271,-0.5418,Yes,0.00,0.00
P21275,-0.01051,No,1.00,0.93
P21278,-0.03389,No,1.00,0.79
P21279,-0.05846,No,1.00,0.64
P21300,0.005121,No,1.00,0.97
P21460,-0.04375,No,1.00,0.73
P21550,0.0006865,No,1.00,1.00
P21619,-0.0278,No,1.00,0.83
P21956,-0.279,No,0.31,0.03
P21958,-0.2686,No,0.35,0.03
P21981,0.02465,No,1.00,0.85
P21995,0.1236,No,1.00,0.33
P22315,-0.04095,No,1.00,0.75
P22366,-0.02013,No,1.00,0.87
P22437,0.05371,No,1.00,0.67
P22561,-0.7561,Yes,0.00,0.00
P22682,0.04254,No,1.00,0.74
P22725,-0.02809,No,1.00,0.82
P22777,0.06274,No,1.00,0.62
P22892,0.1151,No,1.00,0.36
P22907,0.03993,No,1.00,0.75
P23116,0.03869,No,1.00,0.76
P23188,0.0927,No,1.00,0.46
P23198,0.1495,No,0.92,0.24
P23242,-0.1938,No,0.72,0.13
P23249,-0.1106,No,1.00,0.38
P23336,-0.1529,No,0.90,0.23
P23475,-0.1276,No,1.00,0.31
P23492,0.01967,No,1.00,0.88
P23506,-0.1065,No,1.00,0.40
P23591,0.06812,No,1.00,0.59
P23780,0.02171,No,1.00,0.86
P23927,0.1534,No,0.90,0.23
P23949,0.1517,No,0.91,0.23
P23950,0.2059,No,0.66,0.10
P24270,0.1834,No,0.78,0.15
P24288,0.2223,No,0.56,0.08
P24369,0.1831,No,0.78,0.15
P24452,0.005429,No,1.00,0.97
P24457,-1.528,Yes,0.00,0.00
P24472,-0.1868,No,0.76,0.14
P24527,-0.03271,No,1.00,0.80
P24547,0.08674,No,1.00,0.49
P24549,-0.01295,No,1.00,0.92
P24638,0.03935,No,1.00,0.76
P24668,-0.02829,No,1.00,0.82
P24788,0.121,No,1.00,0.34
P25118,-0.1188,No,1.00,0.35
P25119,-0.05015,No,1.00,0.69
P25206,0.1709,No,0.84,0.18
P25233,0.3269,No,0.15,0.01
P25322,-0.2806,No,0.30,0.03
P25425,-0.212,No,0.62,0.09
P25444,-0.0751,No,1.00,0.55
P25446,-0.04656,No,1.00,0.71
P25785,-0.07968,No,1.00,0.53
P25799,0.006311,No,1.00,0.96
P25911,-0.067,No,1.00,0.60
P25916,0.243,No,0.46,0.06
P25976,0.02399,No,1.00,0.85
P26039,-0.04319,No,1.00,0.73
P26040,-0.1179,No,1.00,0.35
P26041,0.04973,No,1.00,0.69
P26043,-0.04864,No,1.00,0.70
P26049,0.1765,No,0.81,0.16
P26187,-0.01392,No,1.00,0.91
P26231,0.07601,No,1.00,0.55
P26350,-0.3688,No,0.07,0.00
P26369,-0.05923,No,1.00,0.64
P26443,0.139,No,0.96,0.27
P26450,0.02801,No,1.00,0.83
P26516,-0.1803,No,0.79,0.15
P26618,-0.07775,No,1.00,0.54
P26638,-0.002862,No,1.00,0.98
P26645,0.3966,Yes,0.04,0.00
P26883,0.03941,No,1.00,0.76
P27046,0.08442,No,1.00,0.51
P27048,0.01779,No,1.00,0.89
P27090,0.244,No,0.45,0.05
P27546,0.04796,No,1.00,0.71
P27600,-0.0661,No,1.00,0.60
P27601,-0.003378,No,1.00,0.98
P27612,0.04174,No,1.00,0.74
P27641,0.01478,No,1.00,0.91
P27659,0.04686,No,1.00,0.71
P27661,-0.1096,No,1.00,0.39
P27773,0.1421,No,0.94,0.26
P27790,-0.08168,No,1.00,0.52
P27808,0.06662,No,1.00,0.60
P28028,-0.04271,No,1.00,0.74
P28033,-0.1515,No,0.91,0.23
P28063,-0.07043,No,1.00,0.58
P28271,0.1426,No,0.94,0.26
P28301,-0.09011,No,1.00,0.48
P28352,-0.0659,No,1.00,0.60
P28474,-0.05741,No,1.00,0.65
P28481,-0.02193,No,1.00,0.86
P28571,0.07135,No,1.00,0.57
P28653,-0.2333,No,0.50,0.07
P28654,0.04142,No,1.00,0.74
P28656,0.1628,No,0.86,0.20
P28658,0.07157,No,1.00,0.57
P28659,-0.1324,No,0.98,0.30
P28660,-0.02696,No,1.00,0.83
P28661,-0.1881,No,0.76,0.14
P28667,0.08383,No,1.00,0.51
P28700,-0.05376,No,1.00,0.67
P28704,-0.1704,No,0.84,0.18
P28740,-0.286,No,0.28,0.02
P28741,-0.0805,No,1.00,0.53
P28798,0.1011,No,1.00,0.43
P28828,-0.2378,No,0.48,0.06
P28862,-0.01221,No,1.00,0.92
P28867,-0.03612,No,1.00,0.78
P29037,-0.1443,No,0.94,0.25
P29268,-0.1262,No,1.00,0.32
P29341,0.04472,No,1.00,0.72
P29387,-0.06919,No,1.00,0.59
P29391,-0.05829,No,1.00,0.65
P29416,0.0413,No,1.00,0.74
P29533,0.1405,No,0.95,0.27
P29594,0.1446,No,0.94,0.25
P29595,0.01776,No,1.00,0.89
P29758,0.2042,No,0.67,0.11
P30051,-0.1563,No,0.89,0.22
P30115,-0.1273,No,1.00,0.32
P30280,-0.3699,No,0.07,0.00
P30282,-0.1479,No,0.93,0.24
P30285,0.1278,No,1.00,0.31
P30412,0.09781,No,1.00,0.44
P30415,0.1054,No,1.00,0.41
P30416,0.02864,No,1.00,0.82
P30558,-0.009854,No,1.00,0.94
P30561,-0.2549,No,0.40,0.04
P30681,-0.02669,No,1.00,0.83
P31230,0.00551,No,1.00,0.97
P31266,-0.06296,No,1.00,0.62
P31324,-0.03008,No,1.00,0.81
P31428,-0.2179,No,0.59,0.09
P31650,0.1915,No,0.74,0.13
P31750,0.007722,No,1.00,0.95
P31786,0.07002,No,1.00,0.58
P31938,-0.03325,No,1.00,0.79
P32020,0.1088,No,1.00,0.39
P32067,-0.1544,No,0.90,0.22
P32233,0.1265,No,1.00,0.32
P32261,-0.02357,No,1.00,0.85
P32507,-0.08145,No,1.00,0.52
P32883,-0.03881,No,1.00,0.76
P32921,0.04797,No,1.00,0.71
P33174,-0.004769,No,1.00,0.97
P33215,0.02557,No,1.00,0.84
P33434,-0.412,Yes,0.03,0.00
P33609,0.2291,No,0.52,0.07
P33610,0.3911,Yes,0.04,0.00
P33611,0.3309,No,0.14,0.01
P34022,0.08775,No,1.00,0.49
P34152,-0.04747,No,1.00,0.71
P34884,0.06487,No,1.00,0.61
P34914,0.007555,No,1.00,0.95
P35123,0.1553,No,0.90,0.22
P35235,0.1009,No,1.00,0.43
P35276,0.09921,No,1.00,0.43
P35278,0.0677,No,1.00,0.59
P35279,0.04631,No,1.00,0.71
P35282,-0.0829,No,1.00,0.51
P35283,-0.02126,No,1.00,0.87
P35285,-0.1041,No,1.00,0.41
P35288,0.02007,No,1.00,0.87
P35290,0.05703,No,1.00,0.65
P35293,-0.04699,No,1.00,0.71
P35295,-0.06094,No,1.00,0.63
P35441,0.02992,No,1.00,0.81
P35456,0.102,No,1.00,0.42
P35486,-0.1018,No,1.00,0.42
P35505,-0.08992,No,1.00,0.48
P35550,-0.1066,No,1.00,0.40
P35564,0.07001,No,1.00,0.58
P35569,-0.1685,No,0.85,0.18
P35583,0.1438,No,0.94,0.26
P35585,0.06523,No,1.00,0.61
P35601,-0.2069,No,0.65,0.10
P35689,0.1589,No,0.88,0.21
P35700,0.2009,No,0.68,0.11
P35710,-0.3799,No,0.06,0.00
P35762,0.005603,No,1.00,0.96
P35802,-0.4441,Yes,0.01,0.00
P35821,0.01732,No,1.00,0.89
P35822,-0.1294,No,0.99,0.31
P35831,-0.04387,No,1.00,0.73
P35846,-0.007655,No,1.00,0.95
P35917,-0.04843,No,1.00,0.70
P35922,0.04621,No,1.00,0.72
P35951,-0.0888,No,1.00,0.48
P35979,0.1297,No,0.99,0.31
P35980,-0.128,No,1.00,0.31
P36371,-0.2874,No,0.28,0.02
P36536,0.2469,No,0.44,0.05
P36552,0.07262,No,1.00,0.57
P36895,-0.2115,No,0.63,0.10
P36916,-0.1232,No,1.00,0.33
P36993,-0.06476,No,1.00,0.61
P37040,-0.03104,No,1.00,0.81
P37172,0.3542,No,0.09,0.01
P37804,-0.1487,No,0.92,0.24
P37889,0.0201,No,1.00,0.87
P37913,0.3741,No,0.06,0.00
P38060,0.05649,No,1.00,0.66
P38532,-0.1095,No,1.00,0.39
P38585,0.2072,No,0.65,0.10
P38647,-0.03974,No,1.00,0.75
P39053,0.1522,No,0.90,0.23
P39054,0.0007744,No,1.00,1.00
P39061,0.03956,No,1.00,0.75
P39098,0.06063,No,1.00,0.63
P39429,-0.3167,No,0.17,0.01
P39447,-0.06029,No,1.00,0.63
P39688,-0.2019,No,0.68,0.11
P39689,-0.2825,No,0.30,0.03
P39749,-0.203,No,0.67,0.11
P39876,-0.2096,No,0.64,0.10
P40124,0.07154,No,1.00,0.57
P40142,-0.01295,No,1.00,0.92
P40201,0.06726,No,1.00,0.60
P40224,-0.1526,No,0.90,0.23
P40237,0.07355,No,1.00,0.56
P40240,0.01886,No,1.00,0.88
P40336,0.08555,No,1.00,0.50
P40338,0.02838,No,1.00,0.82
P40630,-0.1366,No,0.97,0.28
P40694,-0.636,Yes,0.00,0.00
P41105,-0.06342,No,1.00,0.62
P41133,0.009307,No,1.00,0.94
P41216,0.0001098,No,1.00,1.00
P41230,0.1333,No,0.98,0.29
P41233,0.08826,No,1.00,0.49
P41234,-0.111,No,1.00,0.38
P41241,-0.01396,No,1.00,0.91
P41438,-0.07678,No,1.00,0.54
P41731,-0.0417,No,1.00,0.74
P41778,-0.07245,No,1.00,0.57
P42125,-0.0125,No,1.00,0.92
P42128,0.03334,No,1.00,0.79
P42208,-0.1065,No,1.00,0.40
P42225,-0.06022,No,1.00,0.63
P42227,0.03873,No,1.00,0.76
P42230,-0.01163,No,1.00,0.93
P42232,-0.07726,No,1.00,0.54
P42337,-0.01361,No,1.00,0.91
P42567,0.0383,No,1.00,0.76
P42669,-0.1397,No,0.95,0.27
P42703,-0.3091,No,0.20,0.01
P42859,0.05758,No,1.00,0.65
P42867,-0.1584,No,0.88,0.21
P42932,0.06665,No,1.00,0.60
P43024,0.09401,No,1.00,0.46
P43136,0.03107,No,1.00,0.81
P43247,0.1589,No,0.88,0.21
P43274,-0.1818,No,0.78,0.15
P43275,-0.3083,No,0.20,0.02
P43276,-0.2596,No,0.39,0.04
P43406,-0.08338,No,1.00,0.51
P43883,0.1644,No,0.86,0.19
P45376,-0.01433,No,1.00,0.91
P45377,0.02415,No,1.00,0.85
P45481,-0.1948,No,0.72,0.12
P45591,-0.01994,No,1.00,0.87
P45700,0.2007,No,0.68,0.11
P45878,0.1204,No,1.00,0.34
P45952,0.02984,No,1.00,0.81
P46061,0.08039,No,1.00,0.53
P46062,-0.07272,No,1.00,0.57
P46414,-0.1025,No,1.00,0.42
P46460,0.1223,No,1.00,0.33
P46467,0.03716,No,1.00,0.77
P46471,0.005214,No,1.00,0.97
P46638,0.08767,No,1.00,0.49
P46656,0.144,No,0.94,0.26
P46662,-0.2011,No,0.68,0.11
P46664,0.0404,No,1.00,0.75
P46735,0.1216,No,1.00,0.34
P46737,-0.119,No,1.00,0.35
P46935,0.01596,No,1.00,0.90
P46938,0.02914,No,1.00,0.82
P46978,0.05347,No,1.00,0.67
P47199,-0.02694,No,1.00,0.83
P47226,0.09548,No,1.00,0.45
P47713,-0.03555,No,1.00,0.78
P47738,0.2664,No,0.36,0.04
P47739,0.1638,No,0.86,0.20
P47740,-0.09537,No,1.00,0.45
P47753,0.0356,No,1.00,0.78
P47754,-0.02911,No,1.00,0.82
P47757,0.1197,No,1.00,0.34
P47758,0.02241,No,1.00,0.86
P47791,0.01165,No,1.00,0.93
P47802,0.1578,No,0.88,0.21
P47809,0.06957,No,1.00,0.58
P47811,0.08993,No,1.00,0.48
P47856,0.2585,No,0.39,0.04
P47857,0.0265,No,1.00,0.83
P47878,-0.01513,No,1.00,0.91
P47879,-0.3422,No,0.11,0.01
P47880,0.2465,No,0.44,0.05
P47911,0.373,No,0.07,0.00
P47915,0.194,No,0.72,0.13
P47930,0.1117,No,1.00,0.38
P47931,-0.1462,No,0.93,0.25
P47934,-0.2558,No,0.40,0.04
P47941,-0.008824,No,1.00,0.94
P47955,0.08102,No,1.00,0.52
P47962,-0.06362,No,1.00,0.62
P47963,0.1961,No,0.71,0.12
P47964,-0.008128,No,1.00,0.95
P47968,0.03625,No,1.00,0.77
P48024,0.07529,No,1.00,0.55
P48036,-0.145,No,0.94,0.25
P48193,-0.07876,No,1.00,0.53
P48301,-0.2926,No,0.26,0.02
P48377,-0.1446,No,0.94,0.25
P48410,0.08089,No,1.00,0.52
P48428,0.1257,No,1.00,0.32
P48441,-0.2508,No,0.42,0.05
P48453,-0.0005058,No,1.00,1.00
P48455,0.03294,No,1.00,0.79
P48678,-0.2007,No,0.68,0.11
P48722,-0.1245,No,1.00,0.33
P48725,-0.1018,No,1.00,0.42
P48758,-0.000576,No,1.00,1.00
P48759,-0.1398,No,0.95,0.27
P48760,-0.04644,No,1.00,0.71
P48771,0.174,No,0.82,0.17
P48774,-0.01708,No,1.00,0.89
P48962,0.09206,No,1.00,0.47
P48985,-0.631,Yes,0.00,0.00
P48997,0.1072,No,1.00,0.40
P49025,0.1978,No,0.70,0.12
P49070,-0.09102,No,1.00,0.47
P49117,-0.02182,No,1.00,0.86
P49135,-0.3495,No,0.10,0.01
P49138,0.1738,No,0.82,0.17
P49282,-0.07571,No,1.00,0.55
P49312,0.04418,No,1.00,0.73
P49442,0.06411,No,1.00,0.61
P49443,0.04104,No,1.00,0.75
P49452,-0.7889,Yes,0.00,0.00
P49586,0.08355,No,1.00,0.51
P49615,-0.05403,No,1.00,0.67
P49717,0.1897,No,0.75,0.13
P49718,0.1922,No,0.73,0.13
P49722,0.0666,No,1.00,0.60
P49769,0.07928,No,1.00,0.53
P49817,-0.1676,No,0.85,0.19
P49935,0.2809,No,0.30,0.03
P49962,0.0524,No,1.00,0.68
P50096,0.0006792,No,1.00,1.00
P50136,0.06329,No,1.00,0.62
P50171,-0.07605,No,1.00,0.55
P50247,-0.008548,No,1.00,0.95
P50285,-0.1076,No,1.00,0.40
P50295,0.03341,No,1.00,0.79
P50396,-0.04285,No,1.00,0.74
P50427,0.1029,No,1.00,0.42
P50428,-0.08875,No,1.00,0.48
P50429,0.04871,No,1.00,0.70
P50431,0.006288,No,1.00,0.96
P50516,0.01639,No,1.00,0.90
P50518,-0.01595,No,1.00,0.90
P50543,-0.3425,No,0.11,0.01
P50544,0.1072,No,1.00,0.40
P50580,-0.001059,No,1.00,0.99
P50608,-0.1249,No,1.00,0.32
P50636,-0.135,No,0.97,0.29
P51125,-0.005213,No,1.00,0.97
P51141,-0.002397,No,1.00,0.98
P51150,0.009474,No,1.00,0.94
P51174,0.08893,No,1.00,0.48
P51175,0.01275,No,1.00,0.92
P51410,0.01558,No,1.00,0.90
P51432,-0.1787,No,0.79,0.16
P51480,0.1639,No,0.86,0.20
P51569,-0.01492,No,1.00,0.91
P51612,-0.7235,Yes,0.00,0.00
P51642,-0.2619,No,0.38,0.04
P51655,-0.09032,No,1.00,0.48
P51660,0.1131,No,1.00,0.37
P51791,0.02018,No,1.00,0.87
P51807,0.1714,No,0.84,0.18
P51829,-0.0647,No,1.00,0.61
P51830,0.03694,No,1.00,0.77
P51855,0.03845,No,1.00,0.76
P51859,-0.08183,No,1.00,0.52
P51863,0.115,No,1.00,0.36
P51881,0.09888,No,1.00,0.44
P51885,-0.1134,No,1.00,0.37
P51912,0.1184,No,1.00,0.35
P51949,-0.0253,No,1.00,0.84
P51954,-0.1448,No,0.94,0.25
P52019,-0.002832,No,1.00,0.98
P52196,-0.1246,No,1.00,0.33
P52293,0.4386,Yes,0.02,0.00
P52332,-0.07119,No,1.00,0.57
P52431,0.3175,No,0.17,0.01
P52432,0.02757,No,1.00,0.83
P52479,-0.1109,No,1.00,0.38
P52480,0.0318,No,1.00,0.80
P52482,-0.01128,No,1.00,0.93
P52483,0.1343,No,0.98,0.29
P52503,0.09273,No,1.00,0.46
P52592,0.1652,No,0.86,0.19
P52623,0.001273,No,1.00,0.99
P52633,0.06821,No,1.00,0.59
P52734,0.02572,No,1.00,0.84
P52760,-0.008265,No,1.00,0.95
P52787,-0.1316,No,0.99,0.30
P52795,-0.1004,No,1.00,0.43
P52800,-0.03842,No,1.00,0.76
P52825,0.05228,No,1.00,0.68
P52850,-0.08925,No,1.00,0.48
P52875,0.2617,No,0.38,0.04
P52912,0.136,No,0.97,0.28
P52927,-0.2366,No,0.49,0.06
P52963,-0.6521,Yes,0.00,0.00
P53026,-0.1363,No,0.97,0.28
P53349,-0.5793,Yes,0.00,0.00
P53351,0.079,No,1.00,0.53
P53395,-0.09917,No,1.00,0.43
P53569,0.05561,No,1.00,0.66
P53612,-0.1072,No,1.00,0.40
P53690,-0.01944,No,1.00,0.88
P53702,-0.0003316,No,1.00,1.00
P53762,0.05013,No,1.00,0.69
P53798,0.3295,No,0.14,0.01
P53810,0.07864,No,1.00,0.53
P53811,0.141,No,0.95,0.27
