"uniprot","main_gene","protein_name","U1_V3_1","U1_V3_2","U1_V9_1","U1_V9_2","U1_V15_1","U1_V15_2","U1_V21_1","U1_V21_2","U1_I3_1","U1_I3_2","U1_I9_1","U1_I9_2","U1_I15_1","U1_I15_2","U1_I21_1","U1_I21_2","U2_V3_1","U2_V3_2","U2_V9_1","U2_V9_2","U2_V15_1","U2_V15_2","U2_V21_1","U2_V21_2","U2_I3_1","U2_I3_2","U2_I9_1","U2_I9_2","U2_I15_1","U2_I15_2","U2_I21_1","U2_I21_2"
"A2ALU4","Shroom2","Protein Shroom2",306251.652390776,301551.545634207,325334.707281666,347433.993467301,320631.009711288,280297.530421164,360822.634066355,355384.278619273,307711.122172279,284974.190364446,290958.169913718,296284.551090918,317656.663655122,319238.882287341,327213.671717408,291631.096689225,323946.191020449,357637.56016797,333640.178640691,346951.268986587,368830.162805181,334539.635290021,405696.074766341,336662.634801754,284869.629259828,333347.498149857,357099.263155741,340382.104879079,332401.432385375,341494.532783271,319266.409712062,364143.408703371
"A2ALW5","Dnajc25","DnaJ homolog subfamily C member 25",107152.360472203,80424.6248834697,75353.6434463587,66343.9413690446,106373.268851482,29205.8642187489,62617.8205805049,98224.0049581564,94935.5397011806,56920.0358743806,81690.1828324796,81241.4895063932,66291.3202293317,78054.2149814089,77338.5443106751,78280.5293587085,87325.4463690386,116277.40110285,118312.65620821,102988.18020887,97899.7474428452,107944.44837967,120330.417534985,121901.77119194,108601.713181063,104945.127452845,99611.9245442018,102257.659961709,105009.907524902,109937.192469013,84205.85809497,81325.1894441393
"A2AN08","Ubr4","E3 ubiquitin-protein ligase UBR4",5657037.71215141,5674175.45989428,5526630.38238498,5515943.8205633,5324678.3115763,5459144.69891882,5740224.34256197,5449857.34511506,5440505.34470308,5405035.95223492,5313513.72489612,5328355.39247412,5506130.74831173,5391405.67114477,5421438.72660965,5188889.27423123,5867595.27581111,5765980.58746948,5505076.77631892,5990559.23537588,5440016.48465161,5612440.62454575,5757130.88486406,5432053.44044258,5489569.90878896,5377173.4772129,5417257.95916668,5752961.82147167,5523662.05532742,5559822.16641938,5519325.23122502,5224015.07157373
"A2APT9","Klhdc7a","Kelch domain-containing protein 7A",212089.803172206,261939.858322147,263200.031690774,240581.046584157,262166.078134315,220243.381329264,246827.491858041,225835.455379696,317518.478925346,298084.025640772,276172.919247729,364235.105622232,283253.251694647,232491.156384225,317204.929340592,258151.414027815,321587.102807809,255717.571592622,286815.160129227,336094.043540992,316683.472025637,344565.99557837,318750.979864372,254401.587362127,412036.618858035,371761.594778651,313625.241488568,384454.665711795,357975.538180191,425993.837351579,346202.34190392,338461.233918599
"A2APY7","Ndufaf5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5",431365.348270711,472734.407795347,563430.967098379,525856.197719367,511405.341453984,442761.709791941,591181.948831477,563524.745013723,449498.264855769,429219.888113696,450690.159220293,586569.307217595,479438.708979367,519936.635813169,465315.547209894,737979.297310818,514813.204535035,492524.299027708,623892.814043322,540399.729602727,587736.806836368,519213.524078932,474911.76480204,469048.409069145,490231.318161894,511339.663847302,464642.304714767,486780.870199353,514197.015781577,470234.34306337,416094.494642643,464812.705515455
"A2AQ07","Tubb1","Tubulin beta-1 chain",201364.529037612,206959.558666483,235503.64101971,246284.718646622,200462.409749539,286027.298402852,418286.662959159,261268.301730546,260245.996499118,496599.274072013,219913.808962283,393819.267774945,216204.915388597,195606.974686442,302122.687770477,273177.18562595,228532.026590308,183372.942334293,380126.224319059,177422.264502344,155820.763664134,162579.908927186,231614.14876263,220367.037183699,292219.994377492,213612.386004187,204090.585117651,192079.258581988,204269.849990127,217581.246147589,471959.371723844,253498.321952514
"A2AQ19","Rtf1","RNA polymerase-associated protein RTF1 homolog",148067.710673651,104932.234965879,147063.238956183,129156.061124405,134805.799753401,132661.432337139,138213.204990592,132495.311239406,187341.125086086,142131.828485751,148087.776851641,144036.049767239,168806.577598629,173364.326740597,140672.806239063,148202.913912171,91487.3047231991,82613.2141191905,85405.2105366141,81653.8027483576,95121.8349065982,87816.916887203,75937.698936253,88278.7213536873,77348.5336240148,75562.4489084261,85732.663572472,74554.2581333688,84932.9319966551,75977.47507654,91554.4777542571,92599.920333392
"A2AQ25","Skt","Sickle tail protein",215763.524345398,200560.246571315,197923.43635805,199982.011420686,178316.854599352,235542.308536129,218501.163741834,197283.240111377,156645.819116628,189867.158348591,200460.74939343,207352.433662775,206811.554651538,248850.152976175,180231.608546781,194455.752490561,199951.506355018,194301.719356323,234912.326063201,220003.588375771,198379.475716422,175739.366224332,198627.161321211,217687.856344865,183235.85038175,180323.651439366,144789.766600864,171343.517052138,185515.651330755,189260.532915626,198352.667494132,198449.754574505
"A2AR02","Ppig","Peptidyl-prolyl cis-trans isomerase G",273396.369289709,248645.580029009,221206.793129132,235854.709967066,245177.919820414,195439.855674204,205657.012734984,231251.591894795,290964.935222112,243039.60222615,251513.143973914,264220.642998145,253893.216657023,322939.629110248,278737.095693832,254540.885684413,223607.771447027,214093.870515321,221827.886481996,185689.170512188,250913.255347674,212668.811387306,208701.53134548,236643.29434504,237719.583111411,233369.626397872,257996.738985544,294138.355945251,319466.39840943,288792.377957383,266260.093223224,242417.812482741
"A2AS89","Agmat","Agmatinase, mitochondrial",2806486.09015452,2951018.39346345,2917499.31702323,2861337.13827101,3063544.59543087,3074021.37334913,3058196.2203213,3291669.57219699,3133540.95023969,2791508.75191104,2744589.48332165,2754806.05868101,2884432.63479037,2917961.50199135,3083011.48500698,2807302.83004277,2499674.21992939,2512192.18255137,2497669.72782145,2554207.10588683,2656821.13834918,2502382.912144,2800561.29625046,2592267.2261751,2615159.90694391,2590789.79792566,2642858.34180999,2790068.26323494,2811472.51250369,2418000.81255378,2342854.51862594,2945851.57265734
"A2ASQ1","Agrn","Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment",397240.505754976,449091.904650079,391267.390245692,398238.748763037,443583.541689441,405699.786350907,434521.725311209,406832.632633832,496749.882915375,476104.092520466,433363.679547038,442070.169599736,460236.838441831,447953.01117481,428439.175995744,394692.979816595,467852.23386296,492935.7361256,508167.949344617,595087.275314971,437751.217808633,431385.155570642,430254.502243772,461511.441201652,566788.483874052,546263.181789679,601542.883373305,500611.058410533,510751.981823549,535526.633566968,679255.936933623,465793.073942014
"A2ASS6","Ttn","Titin",366245.600134418,323388.34229121,317931.784017715,316750.527367304,344821.137263641,649292.657344631,1835678.86432928,353731.354763179,356164.089879425,321711.265221937,626738.053092693,5552308.00931204,309615.062226946,363704.255163302,1773292.61986786,11253875.9835326,264269.814490993,344133.024357355,16489080.4685173,736650.414219873,315154.18328823,670235.88205602,297339.052043584,290163.533948019,246408.430233089,254352.106178104,242214.770631044,323635.141300201,284071.315556283,846149.989063668,373019.98967277,348404.782680558
"A2ASZ8","Slc25a25","Calcium-binding mitochondrial carrier protein SCaMC-2",171214.701674624,185048.701676062,195614.015242386,185117.983803144,212874.800213861,191077.218658178,96245.3551544464,187453.885827799,171328.831932437,52277.6814461328,208410.585447529,86618.7568429042,234089.792411181,273188.05884514,184332.060661516,261402.534589729,233244.318475842,210913.573314646,175607.912841917,175635.933301352,174347.069386043,168523.023378482,218727.142061353,132789.650353122,158874.891955055,188073.751242299,119242.359252032,192676.663063743,148610.838206983,203630.935851356,162850.842646218,152443.275183277
"A2AT37","Upf2","",1218657.14162037,1268990.3290227,1199474.76818802,1266503.98122849,1290742.4307991,1367198.27810386,1223561.47959872,1255931.89939023,1215918.00391938,1209693.16784723,1201963.47733521,1028543.47331858,1297201.7110135,1140265.03154619,1111866.71361209,1146664.86181342,1168858.10194987,1255254.63510602,1170398.33007887,1198359.64714856,1186324.84771965,1210946.83267918,1117712.90417202,1310155.44617951,1075185.06898199,1194717.35840553,1117905.64745058,1175516.17341589,1131320.71247287,1168582.58003909,1123970.70235282,1134938.23707618
"A2ATU0","Dhtkd1","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",5832385.54171386,5902376.01622019,5306587.68509893,5474286.82284219,6294136.26112567,6132626.8267581,5386226.35553503,5809624.19544366,5837713.91889708,4539917.09632966,5184172.85403663,5265535.51094277,5463560.02135422,7259817.05490159,5879747.78222676,5097333.10209679,5521408.86038869,5234573.98757459,5214433.64602392,5416926.35016633,6654757.53990799,5630237.16977383,7227114.69790599,5083703.96431196,5776706.50160966,5723283.239281,7025802.74618869,5915905.44370239,5618188.61892755,5906115.55278603,5000865.21073123,6766827.87281344
"A2AVZ9","Slc43a3","Solute carrier family 43 member 3",65512.7780344472,66183.9356222551,66209.8681140446,74877.2614939631,76211.6050301513,76251.8188725374,70506.7758979211,78975.1578334744,75764.1781943703,85820.8010393178,70931.4768160472,95542.0854725157,90862.2963133772,68492.0969339046,82623.8167522827,75918.134787268,86303.3960799735,67105.4090545959,65975.5947224716,74060.6858621321,78968.2626886317,72454.0689673962,81409.5317501289,78353.0402514039,106312.937994372,113687.414801269,116718.672396916,72517.2013232292,80826.5612081935,90804.3344638815,91285.766048679,80922.6349343817
"A2AWA9","Rabgap1","Rab GTPase-activating protein 1",723688.313659799,714209.587505257,633946.488797301,697497.372956687,704916.110203973,626334.831678733,655202.746110568,668163.099735494,697892.376826599,561740.039233245,673529.641043173,658562.565010392,671121.534897826,763194.617102557,586063.504168561,619079.749144892,772363.810911393,745019.105463235,795357.412957685,788680.909647734,798808.344476392,748950.982932887,778666.197245727,770529.424886551,782102.683873731,762969.044350574,743388.48599037,777276.092691277,771544.460335298,806474.09711507,722164.696968431,724802.774544988
"A2AWP8","Arhgef10l","Rho guanine nucleotide exchange factor 10-like protein",174784.854721159,192513.285384563,230228.037427392,196870.013162462,190486.974542502,183756.148185837,215840.539528793,190441.49857423,201467.144155112,168068.26945791,171979.826788244,171589.546262252,174574.572219676,170468.273895866,200224.678103123,177538.621859258,159002.025306322,154139.627311227,182241.643909777,175314.848252415,164777.642617985,145151.558987288,163203.197198613,166774.878232251,138456.092816192,145616.658989466,164342.554458439,155492.185071161,163278.186519068,133095.564620419,141355.227069422,157831.16642318
"A2BDX3","Mocs3","Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase",419543.028089656,358247.297577841,355119.785868235,334137.508447944,379467.761069031,235013.927890105,305005.705039583,291496.459868221,344358.8270527,232323.522935825,347157.290858492,316753.705943716,347740.914246667,343287.745711181,299940.079899145,303502.076939972,408825.301125423,448592.380299199,359904.167012459,376578.843057668,461788.201188884,398142.206516594,424218.74458536,395925.205093142,346795.672554003,367294.506817464,392864.226726988,391518.930955178,444337.333628465,450197.610963233,380938.249529949,406937.263941675
"A2BE28","Las1l","Ribosomal biogenesis protein LAS1L",323604.931594232,393395.668404873,312281.380838646,315844.111624048,316962.171159917,332006.942122557,284495.620497848,283839.308364281,350006.467197082,351531.952053623,319254.195079209,338598.805966653,363104.906473455,343648.071914697,330785.013438153,302225.176957384,324585.791364618,365528.771269591,278379.951117335,333700.749597264,334635.178971917,375736.510962493,298016.93842955,298919.904031168,282180.83509306,308298.980644529,356963.5087754,357585.158108693,334926.81099095,338515.918320607,361713.635325818,341064.079743181
"A2BH40","Arid1a","AT-rich interactive domain-containing protein 1A",100185.99230714,106632.48764279,123145.836002077,99380.6026307042,101341.657226473,113391.973246966,95852.3042155058,118944.536589129,118226.646386098,124094.615436634,117630.892128936,139437.308335955,132539.939333533,130824.353847501,112275.261473293,102151.223174594,131638.939801219,134404.270090447,127790.10440683,164494.903782806,152246.540444341,120947.233404981,141512.717695596,137493.178766074,132768.135587898,134205.105415098,161295.974238787,144693.967814909,122986.220803596,138224.216018917,113812.755223672,118051.087705042
"A2BIM8","Mup9","Major urinary protein 6;Major urinary proteins 11 and 8",88586368.9506365,91957996.4451158,114083650.379685,87816332.1323147,95151565.0445294,88009973.1264498,93010911.4632875,125051817.104754,45534870.4923795,75199194.9379786,121424597.619033,50706156.9018036,69279089.1824397,12070099.4645815,52433240.1445455,63491062.5099993,54751490.3120775,165702964.412567,147407547.372725,60425013.5262074,88625246.5458497,72738384.8743044,107021317.262701,205760326.768696,35825344.955378,66790110.1762912,79180429.9756756,68699607.2384887,91749370.3659154,72608751.6812737,59652257.0178089,77529491.7249107
"A2CG49","Kalrn","Kalirin",78773.0082085591,63248.6054338936,38127.3464721564,67254.0869134572,53628.6106229273,50420.4035080699,35317.3334909341,41877.0157024568,74433.008525991,58080.4604710976,70177.0446251344,67130.147959307,66320.8145221496,77978.5636408734,58414.8496055768,74131.7884396677,52907.9140879279,63566.7707518313,60905.3353820059,62567.6941700547,95374.1057234331,58529.3137848297,77501.4245093458,67438.5613965357,103902.825456315,80280.9376716546,70426.5632033627,84468.1061784528,75802.6622752486,96921.0982216957,94807.1543635711,89325.7320684081
"A2CG63","Arid4b","AT-rich interactive domain-containing protein 4B",105381.677749481,121479.431912587,115166.7413159,107253.874030683,130206.013574376,149194.377546797,173435.647423903,150285.200186348,132178.250875821,149488.205002673,124157.086266508,141783.50359772,159082.793062587,162753.193905702,144063.85141445,132594.520944438,148598.807743363,147795.119723555,137794.478632618,159039.949317764,145933.845221421,141070.97708091,141292.578659489,123857.765030626,138693.70398669,158478.657147461,152154.658530667,165560.2944152,151629.0189382,141730.926241216,156465.949598758,148170.055570004
"A2RSJ4","Uhrf1bp1l","UHRF1-binding protein 1-like",518929.795068449,475811.679223713,432585.206733583,451265.404361813,513500.100188824,384416.517585481,358691.76072468,387030.077355805,513832.350831993,396102.54059127,609290.320562992,570581.416301376,480360.056844112,609130.492904805,454716.29283255,461221.715113903,498195.77875857,508400.836975113,435736.61221941,520270.20379914,598630.723223675,570956.606960882,474623.498078909,482478.492262498,566365.392589731,534872.162698148,619964.470797563,598295.788408025,515147.480725276,649662.576556942,529509.156817623,501320.284518749
"A2RSQ0","Dennd5b","DENN domain-containing protein 5B",835393.464963691,751462.880931793,795119.61577199,767861.138586139,837018.626596995,732131.237298591,673486.578164136,775172.92310499,807270.180042771,735194.557598018,854882.714849563,867831.104417949,778229.014263818,926217.267018203,731303.788748145,768526.047951661,790120.784196791,880399.212649307,844979.321257313,862332.000977188,837897.527010725,894818.820494891,810558.467870477,843560.559573204,851767.212566685,904047.244473225,978013.433417027,967703.150399633,879871.825034134,1033947.02009606,879450.014202216,870210.162075678
"A2RSX7","Tyw5","tRNA wybutosine-synthesizing protein 5",96232.0426674559,87274.9496514847,95449.3756276299,89752.3443172122,78932.3823679584,66510.6538450442,56941.791127742,87807.0925812288,83938.0294491906,87320.8001185678,76156.3429885909,90921.1402312367,69572.4446444444,101278.780573805,95293.4566074086,73474.9646626219,86649.0102257945,89008.979177231,79790.0233607647,92368.2738893523,91667.2434205145,75238.28868143,79630.2823341044,80785.237111924,93703.4114725394,90771.2404792404,99255.8923532562,98713.8167426701,95316.8939215424,100469.302655402,69053.0793657467,76603.9004708546
"A2RSY1","Kansl3","KAT8 regulatory NSL complex subunit 3",22276.4653966313,20576.9275546077,21918.5446295572,26911.7330395417,27589.6697439424,23001.6661560826,18265.294912454,26789.6668080521,23339.6670576463,18048.3071026893,20803.1942229717,19991.4096903059,24900.6951794208,35249.13836196,21560.0543646633,22731.9761629298,23023.3814571145,29361.6418325813,28853.4708442579,38712.5188408946,29427.4649442458,33100.7895129006,25111.784741345,27297.6122776759,30783.5139340086,29890.2590140861,25770.2855355669,27400.1642448099,28160.0790599068,31905.2055680172,39324.1009832211,34235.4251347816
"A2RSY6","Trmt1l","TRMT1-like protein",165786.626851766,186886.062117047,145064.835202612,167935.204624119,153591.393916766,175262.892000808,202142.090833534,175103.347989039,170244.081685323,132505.074124285,166949.201801642,166767.375622134,164146.605217914,188306.123286411,142154.868429455,135327.027834992,150405.231318442,169709.980717854,134911.036947334,133989.742442228,147900.288454565,140726.291706513,166896.081502552,187954.77760305,147836.975957574,136490.106825339,171127.800663129,143289.025487154,140453.021116272,173517.854779658,145961.74678141,151449.210048947
"A3KGB4","Tbc1d8b","TBC1 domain family member 8B",357920.847181942,383818.71045232,424636.082235365,383324.502374353,354889.01615249,370445.233915067,406848.425014992,394940.157770693,365741.86787378,354665.343809156,380321.047301419,370624.23998322,389348.607295929,320675.432771903,369176.855594308,357600.77624887,438680.692829727,450185.526486605,451506.670752645,385281.634504815,443198.989752178,443243.515777565,410803.894341108,404718.849878321,375057.432813032,466507.456773987,423021.042151056,434925.403307317,401039.02589262,453858.492167836,454788.023990566,445386.298726738
"A3KGS3","Ralgapa2","Ral GTPase-activating protein subunit alpha-2",106716.702222032,86276.8274249551,87585.9448140663,83975.5251562582,93818.9940740452,48458.8612611895,68658.795722218,84059.350083801,85967.7324161293,78708.1911539049,102269.943002074,85696.8800287018,78668.1961865969,115528.275402917,81651.5870954512,93170.854259132,80473.2094947406,81889.7597345704,92402.1417842336,105038.141318419,81704.5404657316,86432.0799719611,88385.3832249427,77432.4575549364,81653.7403995243,90950.3741585897,77371.751253954,82282.7699303886,68739.248927976,73753.0548444131,92138.5387158366,75042.9174815795
"A3KMP2","Ttc38","Tetratricopeptide repeat protein 38",7487230.9778767,7650244.22531648,7106557.78462731,6730685.23478428,6991733.72076956,6918989.2577485,6357696.31811758,7215631.20244974,7139677.67393744,6128021.66297868,6879921.24525969,6903561.82157009,6907229.25563711,8577660.01135673,7042373.08165931,6595476.39014703,6199701.83611997,6601168.3395457,7053018.60049587,6999797.85622006,7365445.17815763,7122207.94917578,7406700.85716457,6908195.79917777,6804251.79355731,6447657.01857108,8126083.01398128,7362745.9465266,7355597.88382349,7324739.01617554,6810934.44506869,7745299.12438837
"A6H5Y3","Mtr","Methionine synthase",308546.116415432,337127.575018386,345534.755232313,340863.53139297,311582.344069282,306945.589443096,259753.501094457,287701.17479733,292426.345498849,306336.933153248,283572.444979974,339010.389074114,309858.393110551,230214.037082836,267604.817400134,254796.193402231,342171.15196683,317212.766630461,357430.565412571,466489.329131192,343656.215033516,356826.863019576,309668.471470905,305487.958563355,321730.025551717,368063.139532481,290321.668221474,318856.344433702,304911.958504601,315228.685074598,318762.733159578,318750.077338842
"A6H5Z3","Exoc6b","Exocyst complex component 6B",147104.334014032,129781.67397026,108257.456360616,124172.944374264,150012.364621787,111769.901648248,119013.086039241,140567.226150523,119687.215724382,132258.452708679,122491.429330471,100910.87755853,121587.86300482,143934.789478111,118914.446736472,122976.960638948,112783.919981514,117903.022762777,105739.53440174,131328.532601818,127818.500810412,111498.199197206,123365.959409444,136142.42100533,127893.838983001,114448.752162092,120989.01621706,111532.413862642,119929.847269256,114905.09937255,133286.01397894,100275.498813309
"A6H611","Mipep","Mitochondrial intermediate peptidase",491122.916602724,453628.037953049,469883.157579918,553928.617826088,513470.161522257,519127.652593852,502006.976124097,477735.153049612,431046.351556598,436098.411966387,426571.011066068,431679.480509636,439594.343953746,405434.091344009,437842.028038843,443308.569812269,455322.333809897,435755.557909325,440952.657145832,432877.694304346,402518.490009365,463153.316305551,427666.142832861,501399.900349045,404692.854377938,416493.435812579,367117.172865488,423889.202805167,424899.122668553,377981.791765055,414711.068349977,463677.632962289
"A6H630","Armt1","Protein-glutamate O-methyltransferase",667039.021515445,751842.520806428,578810.919244645,585680.884244926,630500.898793767,495819.567437855,652597.752924298,612017.902679585,645387.853094654,560242.285804505,660619.104786752,587103.375196642,581951.2590173,728859.38559118,592976.818065657,542876.850089764,666006.291678178,676414.426381983,648597.82920846,646890.04963696,658269.690476112,658790.376064677,710624.697483491,688284.927201428,701834.279296606,645623.080457143,753108.424800606,704117.576254555,692207.976393031,682771.282540887,629298.764233661,613637.88194974
"A6H6A9","Rabgap1l","Rab GTPase-activating protein 1-like",137396.622598131,137023.021937245,157843.976149278,133735.410471635,145935.174711917,145782.214290431,150253.08752339,125339.673663331,119108.890725808,133350.595414345,118722.880177314,128892.84861433,136119.397803798,133004.85894257,136794.078617711,127140.788887851,161168.700381181,151365.316850893,110180.519675279,160114.230482183,152200.036014298,145579.328744673,145086.036704127,125348.966499455,134116.999755453,137292.701821586,159652.832570153,166540.959377083,153202.420056339,145479.839829595,153953.835082077,138522.505690615
"A6H8H2","Dennd4c","DENN domain-containing protein 4C",233453.999225594,210190.638617095,263595.258488964,238327.904248127,221441.452126299,270672.394151694,265185.867142625,227959.934034551,275672.792422313,281888.211604264,248125.197996647,289639.199413888,295900.670549979,275421.906895495,318507.69424119,258780.111406191,238075.281875062,227621.195609001,261705.859664004,237315.012290806,254170.419426982,231628.413230302,230708.830333018,246111.158514741,222748.97622005,248338.326606937,238701.542249186,237587.815794601,250283.430324515,243860.652821339,231091.998296977,240261.491122253
"A6X8Z5","Arhgap31","Rho GTPase-activating protein 31",98054.7343525032,93703.9987159504,105717.772147137,104453.273452636,97545.1619455657,103922.823466042,92607.2543204037,95720.3991662048,114938.481183918,109862.018880401,101842.54074963,107526.74504109,117122.033066553,92087.2592607123,125460.561391611,100828.844722638,82685.2067993772,84382.0563905751,82430.6030133468,102660.974868382,87340.5603097972,95761.3859796512,87200.9377319402,79796.2972669207,128618.793116758,107251.482904807,104140.329251483,93570.0544756022,97898.7436436501,97856.3347289107,97679.3205955376,112261.084577241
"A6X919","Dpy19l1","Probable C-mannosyltransferase DPY19L1",447633.651684473,539336.117380478,533063.704990812,492821.929617317,513025.198045676,529363.846315807,537709.733368807,519534.198439267,460499.724099556,490345.626419383,517033.121364926,470243.124698867,480104.091979384,487392.814661034,487992.762786575,478946.910354611,393180.292829318,461551.693587742,413022.592441667,352671.090049106,398926.250374341,406011.193478919,438150.525503324,449301.477307597,392996.948883906,406981.554990242,361799.071789301,353003.60073668,367285.983234728,402560.860561106,395833.734458919,368844.72418355
"A6X935","Itih4","Inter alpha-trypsin inhibitor, heavy chain 4",4164134.4354157,4176370.45491387,3877322.00689552,3850187.1410258,3710747.20674424,4727236.44945367,4143956.07477653,3871467.27800041,5497290.43557932,7100047.2917293,6235871.16169073,7016992.90523053,6084201.7351118,4847599.84919943,5866831.43869586,5794348.42382595,3747025.14287451,3770162.29429936,3875736.92528471,3448871.63121528,3699838.58615527,3804765.4106373,3697097.81494412,3914644.01957382,6534493.39057148,5223971.58194347,5652647.5459614,5218406.77360978,4265566.33007589,5183173.12837319,5969785.5143003,5025313.39792709
"A7MCT6","Etnk2","Ethanolamine kinase 2",679914.859607349,689133.238426823,709972.100159362,742556.368535488,860173.541960852,706191.012016538,683616.580982685,761476.531177304,636884.338839166,588019.620115558,737289.319629177,667725.678707723,716623.556750618,991629.183838293,725224.112182416,695576.583210038,636292.663267676,791147.995218875,672016.15038952,621237.607321858,754466.260863448,682573.735635865,720098.033213832,818263.903034045,548881.070140962,558397.200629284,761127.713802437,625162.435522513,703143.413771105,655305.03913871,632235.465974055,721143.518803201
"B1AR13","Cisd3","CDGSH iron-sulfur domain-containing protein 3, mitochondrial",285167.356926438,263200.813667518,266527.354978566,287323.696197425,342877.83620393,259140.51245876,294463.75467945,356838.316452287,282603.333910186,255633.639700087,296079.112985012,298518.816113449,289489.807561762,337179.133072841,279931.091973586,309886.515726042,309514.989804295,319975.466777947,257392.397544751,383896.471444897,287686.61616621,296415.492070248,301710.935005469,312214.766392864,298933.033679163,320057.163488145,335915.982418215,332518.393922211,240912.555398789,299087.975294008,293647.260337893,354919.64631618
"B1AUE5","Pex10","Peroxisome biogenesis factor 10",259753.971909923,206374.804698442,210579.446929376,219601.161744614,237929.03957161,260744.023683981,268051.764619372,237801.118851157,274455.168824119,254531.430292644,255248.384987274,276833.233740513,261663.34783276,213972.401457088,276710.687295449,246835.247172057,265367.153320335,257205.22796905,253149.909859687,237303.463534026,220416.345588445,248323.274835087,264793.069078653,227602.392615401,260762.517593717,241406.708815204,283203.332456361,288432.747063771,268624.205493452,254756.210503147,241811.133666891,272440.332988032
"B1AY13","Usp24","Ubiquitin carboxyl-terminal hydrolase 24",2967444.75059922,3138999.11128884,3004450.89373018,2891020.4289504,3033356.79535853,3334364.90277992,2952246.22727725,3013701.87576231,3084689.71442621,3086631.4170268,3066536.6762221,2864631.64409695,3191342.14491439,2953908.2064812,2868791.40778407,2972764.43990143,2955280.1898558,2860392.1373077,2941826.10450804,2872283.52289123,3001428.52259109,3041620.57619437,2955600.17404105,2942327.20777478,2778629.62215626,2902201.82162609,2935824.02817422,2965586.94014694,2875189.60205286,3022525.59240821,2861210.74975569,2779780.17995333
"B1AZI6","Thoc2","THO complex subunit 2",537433.170574373,652033.20969127,647648.551947742,585556.219723912,609471.581402243,696779.70553943,665656.262293737,676970.102241043,705868.805926473,602908.93406428,664921.451054743,556025.755263542,770936.807365064,739487.787654514,650378.478366272,597641.08982689,589898.517409294,592117.506016036,568800.780621765,585361.281608388,598251.879638761,609069.131775215,572225.517967367,577163.084992249,580294.464946994,615614.262635974,680757.084458942,642995.627118799,661301.043207754,691534.875507291,600329.711984177,635052.283179969
"B1AZP2","Dlgap4","Disks large-associated protein 4",163408.008229709,160588.820737357,183889.625722406,157573.62146671,137246.114116038,131501.743077076,144978.887912552,151497.660865727,128180.152275105,175006.192677377,146166.275221362,156688.795121959,193712.294931175,160782.455577885,142635.764674233,148365.924420892,145587.239763574,150810.145033295,158898.509007596,159652.796841034,139446.781673292,143058.943528141,160991.205176731,152883.096131058,152959.841379738,149823.116345225,164288.549408595,137108.239997994,130932.918308454,139094.893702466,147825.820888873,145596.253693031
"B2RQC6","Cad","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase",2054500.32622005,2164094.8764937,2204207.85268166,2064272.0335382,2129585.87252425,2205590.38110183,2028732.55843694,2088076.4066423,2107924.01773376,2231277.90665843,1947337.37781847,2192777.24305447,2113979.50241738,1659271.05134381,2084611.68557355,1963604.44863108,1898690.65506632,2229202.99980297,2022021.41626669,2483508.32207688,1984828.33943601,1815792.03656578,1777210.35227729,1830913.23932354,1643738.06635326,1675747.98196836,1745120.98575153,1754597.81843788,1861811.59722779,1958268.35286066,1838977.18051184,1572125.40551513
"B2RQE8","Arhgap42","Rho GTPase-activating protein 42",262710.165742054,236939.053840785,251518.833671407,243923.453807376,239041.462759486,246688.630123266,234320.639692501,258946.543376397,238376.482961022,227638.911456197,243299.483572251,246979.547530923,238055.629202778,259071.70315596,215973.497995105,222125.786268779,250081.954847768,266923.243138659,276847.986228177,221560.199248097,251369.322806475,231452.075423118,249793.312892763,256090.195654885,248112.949909349,242558.821140013,248850.993377219,292207.796813375,271790.586463097,262980.275211909,244284.136714168,286989.709570067
