Experiment ID,22141.0,
Experiment name,Liver digitonin prot log2,
Job,9e336919-5e29-48b2-a126-7133a830f7db,
Submitted,2022-08-22T16:31:46.852642503,Finished,2022-08-22T16:31:52.364037939,
Method,MFourFit,
Params,amp&baseline dtr min-48.0 p(23.0-25.0),


Summary statistics,
Phase/Amplitude method,by fit,

Group Label,N,,Period,Period Std,,Circ. Phase To Zero,Circ. Phase To Window,Circ. Phase Std,Abs Phase To Zero,Abs Phase To Window,Abs Phase Std,,Amplitude,Amplitude Std,,GOF,ERR,
1447. [B1448],P97328,,,23.1,0.0,,13.12,13.12,0.0,12.63,12.63,0.0,,0.02,0.0,,1.0,1.0,
1448. [B1449],P97333,,,23.1,0.0,,6.42,6.42,0.0,6.18,6.18,0.0,,0.13,0.0,,1.0,1.0,
1449. [B1450],P97348,,,23.1,0.0,,17.13,17.13,0.0,16.49,16.49,0.0,,0.03,0.0,,1.0,1.0,
1450. [B1451],P97351,,,23.1,0.0,,19.27,19.27,0.0,18.55,18.55,0.0,,0.02,0.0,,1.0,1.0,
1451. [B1452],P97352,,,23.1,0.0,,13.58,13.58,0.0,13.07,13.07,0.0,,0.05,0.0,,1.0,1.0,
1452. [B1453],P97355,,,23.1,0.0,,7.43,7.43,0.0,7.15,7.15,0.0,,0.2,0.0,,1.0,1.0,
1453. [B1454],P97363,,,23.1,0.0,,4.46,4.46,0.0,4.29,4.29,0.0,,0.06,0.0,,1.0,1.0,
1454. [B1455],P97364,,,23.1,0.0,,19.1,19.1,0.0,18.38,18.38,0.0,,0.03,0.0,,1.0,1.0,
1455. [B1456],P97366,,,23.1,0.0,,6.31,6.31,0.0,6.07,6.07,0.0,,0.1,0.0,,1.0,1.0,
1456. [B1457],P97370,,,23.1,0.0,,14.46,14.46,0.0,13.92,13.92,0.0,,0.02,0.0,,1.0,1.0,
1457. [B1458],P97371,,,23.1,0.0,,22.87,22.87,0.0,22.01,22.01,0.0,,0.0,0.0,,1.0,1.0,
1458. [B1459],P97372,,,23.1,0.0,,8.69,8.69,0.0,8.36,8.36,0.0,,0.03,0.0,,1.0,1.0,
1459. [B1460],P97376,,,23.1,0.0,,12.14,12.14,0.0,11.68,11.68,0.0,,0.17,0.0,,1.0,1.0,
1460. [B1461],P97384,,,23.1,0.0,,10.17,10.17,0.0,9.79,9.79,0.0,,0.02,0.0,,1.0,1.0,
1461. [B1462],P97386,,,23.1,0.0,,7.35,7.35,0.0,7.07,7.07,0.0,,0.13,0.0,,1.0,1.0,
1462. [B1463],P97390,,,23.1,0.0,,14.81,14.81,0.0,14.25,14.25,0.0,,0.05,0.0,,1.0,1.0,
1463. [B1464],P97393,,,23.1,0.0,,20.79,20.79,0.0,20.01,20.01,0.0,,0.02,0.0,,1.0,1.0,
1464. [B1465],P97426,,,23.1,0.0,,7.66,7.66,0.0,7.37,7.37,0.0,,0.35,0.0,,1.0,1.0,
1465. [B1466],P97429,,,23.1,0.0,,12.85,12.85,0.0,12.37,12.37,0.0,,0.09,0.0,,1.0,1.0,
1466. [B1467],P97431,,,23.1,0.0,,5.8,5.8,0.0,5.58,5.58,0.0,,0.14,0.0,,1.0,1.0,
1467. [B1468],P97434,,,23.1,0.0,,5.34,5.34,0.0,5.14,5.14,0.0,,0.06,0.0,,1.0,1.0,
1468. [B1469],P97447,,,23.1,0.0,,9.43,9.43,0.0,9.08,9.08,0.0,,0.44,0.0,,1.0,1.0,
1469. [B1470],P97449,,,23.94,0.0,,20.47,20.47,0.0,20.42,20.42,0.0,,0.16,0.0,,0.88,0.88,
1470. [B1471],P97450,,,23.1,0.0,,10.95,10.95,0.0,10.54,10.54,0.0,,0.07,0.0,,1.0,1.0,
1471. [B1472],P97452,,,23.1,0.0,,8.1,8.1,0.0,7.8,7.8,0.0,,0.05,0.0,,1.0,1.0,
1472. [B1473],P97457,,,23.1,0.0,,12.81,12.81,0.0,12.33,12.33,0.0,,1.0,0.0,,1.0,1.0,
1473. [B1474],P97461,,,23.1,0.0,,0.79,0.79,0.0,0.76,0.76,0.0,,0.25,0.0,,1.0,1.0,
1474. [B1475],P97470,,,23.1,0.0,,11.01,11.01,0.0,10.6,10.6,0.0,,0.05,0.0,,1.0,1.0,
1475. [B1476],P97471,,,23.1,0.0,,5.93,5.93,0.0,5.71,5.71,0.0,,0.01,0.0,,1.0,1.0,
1476. [B1477],P97473,,,23.1,0.0,,1.36,1.36,0.0,1.31,1.31,0.0,,0.18,0.0,,1.0,1.0,
1477. [B1478],P97478,,,23.1,0.0,,11.41,11.41,0.0,10.98,10.98,0.0,,0.07,0.0,,1.0,1.0,
1478. [B1479],P97493,,,23.1,0.0,,2.51,2.51,0.0,2.42,2.42,0.0,,0.04,0.0,,1.0,1.0,
1479. [B1480],P97494,,,23.1,0.0,,12.03,12.03,0.0,11.58,11.58,0.0,,0.06,0.0,,1.0,1.0,
1480. [B1481],P97499,,,23.1,0.0,,11.46,11.46,0.0,11.03,11.03,0.0,,0.13,0.0,,1.0,1.0,
1481. [B1482],P97742,,,23.1,0.0,,21.02,21.02,0.0,20.23,20.23,0.0,,0.08,0.0,,1.0,1.0,
1482. [B1483],P97751,,,23.1,0.0,,21.83,21.83,0.0,21.01,21.01,0.0,,0.17,0.0,,1.0,1.0,
1483. [B1484],P97760,,,23.1,0.0,,10.47,10.47,0.0,10.08,10.08,0.0,,0.06,0.0,,1.0,1.0,
1484. [B1485],P97765,,,23.1,0.0,,6.64,6.64,0.0,6.39,6.39,0.0,,0.03,0.0,,1.0,1.0,
1485. [B1486],P97770,,,23.1,0.0,,13.5,13.5,0.0,12.99,12.99,0.0,,0.01,0.0,,1.0,1.0,
1486. [B1487],P97784,,,23.3,0.0,,0.15,0.15,0.0,0.15,0.15,0.0,,0.45,0.0,,0.39,0.39,
1487. [B1488],P97785,,,23.52,0.0,,19.76,19.76,0.0,19.36,19.36,0.0,,0.24,0.0,,0.52,0.52,
1488. [B1489],P97789,,,23.1,0.0,,12.89,12.89,0.0,12.41,12.41,0.0,,0.13,0.0,,1.0,1.0,
1489. [B1490],P97792,,,23.1,0.0,,12.26,12.26,0.0,11.8,11.8,0.0,,0.03,0.0,,1.0,1.0,
1490. [B1491],P97797,,,23.1,0.0,,1.17,1.17,0.0,1.13,1.13,0.0,,0.17,0.0,,1.0,1.0,
1491. [B1492],P97798,,,23.1,0.0,,2.36,2.36,0.0,2.27,2.27,0.0,,0.03,0.0,,1.0,1.0,
1492. [B1493],P97807,,,23.1,0.0,,4.48,4.48,0.0,4.31,4.31,0.0,,0.04,0.0,,1.0,1.0,
1493. [B1494],P97819,,,23.1,0.0,,14.04,14.04,0.0,13.51,13.51,0.0,,0.06,0.0,,1.0,1.0,
1494. [B1495],P97821,,,23.1,0.0,,7.48,7.48,0.0,7.2,7.2,0.0,,0.05,0.0,,1.0,1.0,
1495. [B1496],P97822,,,23.1,0.0,,9.12,9.12,0.0,8.78,8.78,0.0,,0.08,0.0,,1.0,1.0,
1496. [B1497],P97823,,,23.1,0.0,,17.08,17.08,0.0,16.44,16.44,0.0,,0.04,0.0,,1.0,1.0,
1497. [B1498],P97825,,,23.1,0.0,,7.72,7.72,0.0,7.43,7.43,0.0,,0.16,0.0,,1.0,1.0,
1498. [B1499],P97855,,,23.1,0.0,,0.49,0.49,0.0,0.47,0.47,0.0,,0.02,0.0,,1.0,1.0,
1499. [B1500],P97863,,,23.1,0.0,,12.98,12.98,0.0,12.49,12.49,0.0,,0.06,0.0,,1.0,1.0,
1500. [B1501],P97864,,,23.1,0.0,,1.81,1.81,0.0,1.74,1.74,0.0,,0.03,0.0,,1.0,1.0,
1501. [B1502],P97865,,,23.1,0.0,,16.96,16.96,0.0,16.32,16.32,0.0,,0.06,0.0,,1.0,1.0,
1502. [B1503],P97868,,,23.1,0.0,,11.09,11.09,0.0,10.67,10.67,0.0,,0.08,0.0,,1.0,1.0,
1503. [B1504],P97872,,,23.52,0.0,,23.8,23.8,0.0,23.32,23.32,0.0,,0.1,0.0,,0.72,0.72,
1504. [B1505],P97927,,,23.1,0.0,,9.87,9.87,0.0,9.5,9.5,0.0,,0.2,0.0,,1.0,1.0,
1505. [B1506],P97930,,,23.1,0.0,,12.97,12.97,0.0,12.48,12.48,0.0,,0.07,0.0,,1.0,1.0,
1506. [B1507],P98063,,,23.1,0.0,,1.02,1.02,0.0,0.98,0.98,0.0,,0.23,0.0,,1.0,1.0,
1507. [B1508],P98064,,,23.1,0.0,,17.92,17.92,0.0,17.25,17.25,0.0,,0.01,0.0,,1.0,1.0,
1508. [B1509],P98078,,,23.3,0.0,,12.84,12.84,0.0,12.47,12.47,0.0,,0.07,0.0,,0.69,0.69,
1509. [B1510],P98083,,,23.1,0.0,,9.48,9.48,0.0,9.12,9.12,0.0,,0.07,0.0,,1.0,1.0,
1510. [B1511],P98086,,,23.1,0.0,,10.94,10.94,0.0,10.53,10.53,0.0,,0.05,0.0,,1.0,1.0,
1511. [B1512],P98192,,,23.1,0.0,,4.08,4.08,0.0,3.93,3.93,0.0,,0.02,0.0,,1.0,1.0,
1512. [B1513],P98195,,,23.1,0.0,,12.75,12.75,0.0,12.27,12.27,0.0,,0.05,0.0,,1.0,1.0,
1513. [B1514],P98203,,,23.1,0.0,,15.71,15.71,0.0,15.12,15.12,0.0,,0.06,0.0,,1.0,1.0,
1514. [B1515],P99024,,,23.1,0.0,,5.97,5.97,0.0,5.75,5.75,0.0,,0.04,0.0,,1.0,1.0,
1515. [B1516],P99025,,,23.1,0.0,,13.41,13.41,0.0,12.91,12.91,0.0,,0.05,0.0,,1.0,1.0,
1516. [B1517],P99026,,,23.1,0.0,,10.48,10.48,0.0,10.09,10.09,0.0,,0.01,0.0,,1.0,1.0,
1517. [B1518],P99027,,,23.1,0.0,,10.26,10.26,0.0,9.88,9.88,0.0,,0.02,0.0,,1.0,1.0,
1518. [B1519],P99028,,,23.1,0.0,,13.38,13.38,0.0,12.88,12.88,0.0,,0.09,0.0,,1.0,1.0,
1519. [B1520],P99029,,,23.1,0.0,,4.51,4.51,0.0,4.34,4.34,0.0,,0.02,0.0,,1.0,1.0,
1520. [B1521],Q00262,,,23.1,0.0,,1.52,1.52,0.0,1.46,1.46,0.0,,0.06,0.0,,1.0,1.0,
1521. [B1522],Q00422,,,23.1,0.0,,8.2,8.2,0.0,7.89,7.89,0.0,,0.1,0.0,,1.0,1.0,
1522. [B1523],Q00519,,,23.1,0.0,,13.77,13.77,0.0,13.25,13.25,0.0,,0.05,0.0,,1.0,1.0,
1523. [B1524],Q00558,,,23.1,0.0,,4.27,4.27,0.0,4.11,4.11,0.0,,0.15,0.0,,1.0,1.0,
1524. [B1525],Q00560,,,23.1,0.0,,0.47,0.47,0.0,0.45,0.45,0.0,,0.07,0.0,,1.0,1.0,
1525. [B1526],Q00612,,,23.1,0.0,,11.64,11.64,0.0,11.2,11.2,0.0,,0.05,0.0,,1.0,1.0,
1526. [B1527],Q00623,,,23.1,0.0,,16.03,16.03,0.0,15.43,15.43,0.0,,0.03,0.0,,1.0,1.0,
1527. [B1528],Q00724,,,23.1,0.0,,15.62,15.62,0.0,15.03,15.03,0.0,,0.15,0.0,,1.0,1.0,
1528. [B1529],Q00897,,,23.1,0.0,,19.05,19.05,0.0,18.34,18.34,0.0,,0.13,0.0,,1.0,1.0,
1529. [B1530],Q00898,,,23.1,0.0,,21.5,21.5,0.0,20.69,20.69,0.0,,0.17,0.0,,1.0,1.0,
1530. [B1531],Q00915,,,23.1,0.0,,22.55,22.55,0.0,21.7,21.7,0.0,,0.05,0.0,,1.0,1.0,
1531. [B1532],Q00977,,,23.1,0.0,,18.99,18.99,0.0,18.28,18.28,0.0,,0.08,0.0,,1.0,1.0,
1532. [B1533],Q00PI9,,,23.1,0.0,,11.51,11.51,0.0,11.08,11.08,0.0,,0.04,0.0,,1.0,1.0,
1533. [B1534],Q01149,,,23.1,0.0,,10.67,10.67,0.0,10.27,10.27,0.0,,0.03,0.0,,1.0,1.0,
1534. [B1535],Q01237,,,23.3,0.0,,21.49,21.49,0.0,20.86,20.86,0.0,,0.48,0.0,,0.68,0.68,
1535. [B1536],Q01279,,,23.1,0.0,,21.13,21.13,0.0,20.34,20.34,0.0,,0.09,0.0,,1.0,1.0,
1536. [B1537],Q01339,,,23.1,0.0,,16.34,16.34,0.0,15.73,15.73,0.0,,0.11,0.0,,1.0,1.0,
1537. [B1538],Q01405,,,23.1,0.0,,0.29,0.29,0.0,0.28,0.28,0.0,,0.04,0.0,,1.0,1.0,
1538. [B1539],Q01514,,,23.1,0.0,,3.1,3.1,0.0,2.98,2.98,0.0,,0.18,0.0,,1.0,1.0,
1539. [B1540],Q01730,,,23.1,0.0,,4.61,4.61,0.0,4.44,4.44,0.0,,0.03,0.0,,0.99,0.99,
1540. [B1541],Q01768,,,23.1,0.0,,22.29,22.29,0.0,21.45,21.45,0.0,,0.02,0.0,,1.0,1.0,
1541. [B1542],Q01853,,,23.1,0.0,,6.95,6.95,0.0,6.69,6.69,0.0,,0.01,0.0,,1.0,1.0,
1542. [B1543],Q02053,,,23.1,0.0,,10.97,10.97,0.0,10.56,10.56,0.0,,0.03,0.0,,1.0,1.0,
1543. [B1544],Q02248,,,23.1,0.0,,18.6,18.6,0.0,17.9,17.9,0.0,,0.04,0.0,,1.0,1.0,
1544. [B1545],Q02257,,,23.1,0.0,,3.27,3.27,0.0,3.15,3.15,0.0,,0.03,0.0,,1.0,1.0,
1545. [B1546],Q02357,,,23.1,0.0,,4.6,4.6,0.0,4.43,4.43,0.0,,0.03,0.0,,1.0,1.0,
1546. [B1547],Q02780,,,23.1,0.0,,6.09,6.09,0.0,5.86,5.86,0.0,,0.06,0.0,,1.0,1.0,
1547. [B1548],Q02788,,,23.1,0.0,,11.74,11.74,0.0,11.3,11.3,0.0,,0.12,0.0,,1.0,1.0,
1548. [B1549],Q02819,,,23.1,0.0,,1.76,1.76,0.0,1.69,1.69,0.0,,0.07,0.0,,1.0,1.0,
1549. [B1550],Q02858,,,23.1,0.0,,10.39,10.39,0.0,10.0,10.0,0.0,,0.11,0.0,,1.0,1.0,
1550. [B1551],Q03141,,,23.1,0.0,,8.21,8.21,0.0,7.9,7.9,0.0,,0.03,0.0,,1.0,1.0,
1551. [B1552],Q03160,,,23.1,0.0,,22.77,22.77,0.0,21.92,21.92,0.0,,0.06,0.0,,1.0,1.0,
1552. [B1553],Q03249,,,23.1,0.0,,10.84,10.84,0.0,10.43,10.43,0.0,,0.05,0.0,,1.0,1.0,
1553. [B1554],Q03265,,,23.1,0.0,,6.95,6.95,0.0,6.69,6.69,0.0,,0.01,0.0,,1.0,1.0,
1554. [B1555],Q03311,,,23.1,0.0,,11.53,11.53,0.0,11.1,11.1,0.0,,0.06,0.0,,1.0,1.0,
1555. [B1556],Q03734,,,23.1,0.0,,18.45,18.45,0.0,17.76,17.76,0.0,,0.13,0.0,,1.0,1.0,
1556. [B1557],Q03958,,,23.1,0.0,,12.03,12.03,0.0,11.58,11.58,0.0,,0.04,0.0,,1.0,1.0,
1557. [B1558],Q03963,,,23.1,0.0,,0.18,0.18,0.0,0.17,0.17,0.0,,0.12,0.0,,1.0,1.0,
1558. [B1559],Q04207,,,23.1,0.0,,5.8,5.8,0.0,5.58,5.58,0.0,,0.08,0.0,,1.0,1.0,
1559. [B1560],Q04447,,,23.1,0.0,,10.59,10.59,0.0,10.19,10.19,0.0,,0.1,0.0,,1.0,1.0,
1560. [B1561],Q04519,,,23.1,0.0,,1.99,1.99,0.0,1.92,1.92,0.0,,0.12,0.0,,1.0,1.0,
1561. [B1562],Q04690,,,23.1,0.0,,12.32,12.32,0.0,11.86,11.86,0.0,,0.05,0.0,,1.0,1.0,
1562. [B1563],Q04736,,,23.1,0.0,,14.68,14.68,0.0,14.13,14.13,0.0,,0.04,0.0,,1.0,1.0,
1563. [B1564],Q04750,,,23.1,0.0,,7.92,7.92,0.0,7.62,7.62,0.0,,0.07,0.0,,1.0,1.0,
1564. [B1565],Q04857,,,23.1,0.0,,11.64,11.64,0.0,11.2,11.2,0.0,,0.13,0.0,,1.0,1.0,
1565. [B1566],Q04899,,,23.1,0.0,,1.75,1.75,0.0,1.68,1.68,0.0,,0.15,0.0,,1.0,1.0,
1566. [B1567],Q05020,,,23.1,0.0,,3.29,3.29,0.0,3.17,3.17,0.0,,0.16,0.0,,1.0,1.0,
1567. [B1568],Q05117,,,23.1,0.0,,12.48,12.48,0.0,12.01,12.01,0.0,,0.07,0.0,,1.0,1.0,
1568. [B1569],Q05186,,,23.1,0.0,,12.22,12.22,0.0,11.76,11.76,0.0,,0.03,0.0,,1.0,1.0,
1569. [B1570],Q05421,,,23.02,0.0,,20.79,20.79,0.0,19.94,19.94,0.0,,0.17,0.0,,0.54,0.54,
1570. [B1571],Q05685,,,23.1,0.0,,12.23,12.23,0.0,11.77,11.77,0.0,,0.04,0.0,,1.0,1.0,
1571. [B1572],Q05793,,,23.1,0.0,,11.76,11.76,0.0,11.32,11.32,0.0,,0.05,0.0,,1.0,1.0,
1572. [B1573],Q05816,,,23.1,0.0,,12.2,12.2,0.0,11.74,11.74,0.0,,0.02,0.0,,1.0,1.0,
1573. [B1574],Q05909,,,23.1,0.0,,6.54,6.54,0.0,6.29,6.29,0.0,,0.09,0.0,,1.0,1.0,
1574. [B1575],Q05915,,,23.3,0.0,,18.55,18.55,0.0,18.01,18.01,0.0,,0.13,0.0,,0.63,0.63,
1575. [B1576],Q05920,,,23.1,0.0,,18.18,18.18,0.0,17.5,17.5,0.0,,0.02,0.0,,1.0,1.0,
1576. [B1577],Q05CL8,,,23.1,0.0,,10.17,10.17,0.0,9.79,9.79,0.0,,0.07,0.0,,1.0,1.0,
1577. [B1578],Q05D44,,,23.1,0.0,,8.51,8.51,0.0,8.19,8.19,0.0,,0.06,0.0,,1.0,1.0,
1578. [B1579],Q06138,,,23.1,0.0,,8.94,8.94,0.0,8.6,8.6,0.0,,0.04,0.0,,1.0,1.0,
1579. [B1580],Q06180,,,23.1,0.0,,8.08,8.08,0.0,7.78,7.78,0.0,,0.07,0.0,,1.0,1.0,
1580. [B1581],Q06185,,,23.1,0.0,,18.36,18.36,0.0,17.67,17.67,0.0,,0.02,0.0,,1.0,1.0,
1581. [B1582],Q06770,,,23.08,0.0,,15.38,15.38,0.0,14.79,14.79,0.0,,0.36,0.0,,0.69,0.69,
1582. [B1583],Q06890,,,23.1,0.0,,18.79,18.79,0.0,18.09,18.09,0.0,,0.05,0.0,,1.0,1.0,
1583. [B1584],Q07076,,,23.1,0.0,,17.05,17.05,0.0,16.41,16.41,0.0,,0.04,0.0,,1.0,1.0,
1584. [B1585],Q07113,,,23.1,0.0,,1.89,1.89,0.0,1.82,1.82,0.0,,0.06,0.0,,1.0,1.0,
1585. [B1586],Q07417,,,23.1,0.0,,23.37,23.37,0.0,22.49,22.49,0.0,,0.01,0.0,,1.0,1.0,
1586. [B1587],Q07456,,,23.1,0.0,,22.62,22.62,0.0,21.77,21.77,0.0,,0.03,0.0,,1.0,1.0,
1587. [B1588],Q07797,,,23.1,0.0,,10.93,10.93,0.0,10.52,10.52,0.0,,0.05,0.0,,1.0,1.0,
1588. [B1589],Q07813,,,23.1,0.0,,23.43,23.43,0.0,22.55,22.55,0.0,,0.1,0.0,,1.0,1.0,
1589. [B1590],Q07968,,,23.1,0.0,,17.06,17.06,0.0,16.42,16.42,0.0,,0.11,0.0,,1.0,1.0,
1590. [B1591],Q08024,,,23.1,0.0,,23.63,23.63,0.0,22.74,22.74,0.0,,0.07,0.0,,1.0,1.0,
1591. [B1592],Q08091,,,23.52,0.0,,8.54,8.54,0.0,8.37,8.37,0.0,,0.25,0.0,,0.51,0.51,
1592. [B1593],Q08093,,,23.1,0.0,,6.69,6.69,0.0,6.44,6.44,0.0,,0.15,0.0,,1.0,1.0,
1593. [B1594],Q08481,,,23.1,0.0,,9.72,9.72,0.0,9.36,9.36,0.0,,0.05,0.0,,0.99,0.99,
1594. [B1595],Q08857,,,23.1,0.0,,12.79,12.79,0.0,12.31,12.31,0.0,,0.23,0.0,,1.0,1.0,
1595. [B1596],Q08879,,,24.22,0.0,,3.63,3.63,0.0,3.66,3.66,0.0,,0.23,0.0,,0.61,0.61,
1596. [B1597],Q08943,,,23.1,0.0,,11.8,11.8,0.0,11.36,11.36,0.0,,0.01,0.0,,1.0,1.0,
1597. [B1598],Q09014,,,23.1,0.0,,5.6,5.6,0.0,5.39,5.39,0.0,,0.17,0.0,,1.0,1.0,
1598. [B1599],Q09200,,,23.1,0.0,,23.59,23.59,0.0,22.71,22.71,0.0,,0.09,0.0,,1.0,1.0,
1599. [B1600],Q09XV5,,,23.1,0.0,,11.56,11.56,0.0,11.13,11.13,0.0,,0.18,0.0,,1.0,1.0,
1600. [B1601],Q0GNC1,,,23.1,0.0,,0.51,0.51,0.0,0.49,0.49,0.0,,0.09,0.0,,1.0,1.0,
1601. [B1602],Q0P5W1,,,23.1,0.0,,20.5,20.5,0.0,19.73,19.73,0.0,,0.04,0.0,,1.0,1.0,
1602. [B1603],Q0P678,,,23.1,0.0,,19.89,19.89,0.0,19.14,19.14,0.0,,0.06,0.0,,1.0,1.0,
1603. [B1604],Q0VBL3,,,23.1,0.0,,3.48,3.48,0.0,3.35,3.35,0.0,,0.03,0.0,,1.0,1.0,
1604. [B1605],Q0VGB7,,,23.1,0.0,,14.64,14.64,0.0,14.09,14.09,0.0,,0.03,0.0,,1.0,1.0,
1605. [B1606],Q0VGY8,,,23.1,0.0,,9.54,9.54,0.0,9.18,9.18,0.0,,0.09,0.0,,1.0,1.0,
1606. [B1607],Q11011,,,23.1,0.0,,7.26,7.26,0.0,6.99,6.99,0.0,,0.05,0.0,,1.0,1.0,
1607. [B1608],Q11136,,,23.1,0.0,,23.11,23.11,0.0,22.24,22.24,0.0,,0.02,0.0,,1.0,1.0,
1608. [B1609],Q148V7,,,23.1,0.0,,10.21,10.21,0.0,9.83,9.83,0.0,,0.04,0.0,,1.0,1.0,
1609. [B1610],Q148V8,,,23.1,0.0,,3.0,3.0,0.0,2.89,2.89,0.0,,0.04,0.0,,1.0,1.0,
1610. [B1611],Q148W0,,,23.1,0.0,,17.79,17.79,0.0,17.12,17.12,0.0,,0.05,0.0,,1.0,1.0,
1611. [B1612],Q149L6,,,23.1,0.0,,22.73,22.73,0.0,21.88,21.88,0.0,,0.09,0.0,,1.0,1.0,
1612. [B1613],Q14AI6,,,23.1,0.0,,3.84,3.84,0.0,3.7,3.7,0.0,,0.05,0.0,,1.0,1.0,
1613. [B1614],Q14AX6,,,23.1,0.0,,4.41,4.41,0.0,4.24,4.24,0.0,,0.23,0.0,,1.0,1.0,
1614. [B1615],Q14C51,,,23.1,0.0,,13.64,13.64,0.0,13.13,13.13,0.0,,0.03,0.0,,1.0,1.0,
1615. [B1616],Q14CH1,,,23.1,0.0,,8.92,8.92,0.0,8.59,8.59,0.0,,0.04,0.0,,1.0,1.0,
1616. [B1617],Q14CH7,,,23.1,0.0,,11.85,11.85,0.0,11.41,11.41,0.0,,0.05,0.0,,1.0,1.0,
1617. [B1618],Q14DH7,,,23.1,0.0,,15.24,15.24,0.0,14.67,14.67,0.0,,0.18,0.0,,1.0,1.0,
1618. [B1619],Q1ERP8,,,23.1,0.0,,3.28,3.28,0.0,3.16,3.16,0.0,,0.09,0.0,,1.0,1.0,
1619. [B1620],Q1HFZ0,,,23.1,0.0,,5.38,5.38,0.0,5.18,5.18,0.0,,0.01,0.0,,1.0,1.0,
1620. [B1621],Q283N4,,,23.1,0.0,,21.65,21.65,0.0,20.84,20.84,0.0,,0.04,0.0,,1.0,1.0,
1621. [B1622],Q2EMV9,,,23.1,0.0,,4.27,4.27,0.0,4.11,4.11,0.0,,0.04,0.0,,1.0,1.0,
1622. [B1623],Q2HXL6,,,23.1,0.0,,4.04,4.04,0.0,3.89,3.89,0.0,,0.05,0.0,,1.0,1.0,
1623. [B1624],Q2KN98,,,23.1,0.0,,11.47,11.47,0.0,11.04,11.04,0.0,,0.02,0.0,,1.0,1.0,
1624. [B1625],Q91VK1,,,23.1,0.0,,21.81,21.81,0.0,20.99,20.99,0.0,,0.03,0.0,,1.0,1.0,
1625. [B1626],Q2NL51,,,23.1,0.0,,16.83,16.83,0.0,16.2,16.2,0.0,,0.08,0.0,,1.0,1.0,
1626. [B1627],Q2PFD7,,,23.1,0.0,,4.2,4.2,0.0,4.04,4.04,0.0,,0.23,0.0,,1.0,1.0,
1627. [B1628],Q2TBA3,,,23.1,0.0,,12.21,12.21,0.0,11.75,11.75,0.0,,0.17,0.0,,1.0,1.0,
1628. [B1629],Q2TBE6,,,23.1,0.0,,3.78,3.78,0.0,3.64,3.64,0.0,,0.04,0.0,,1.0,1.0,
1629. [B1630],Q2TPA8,,,23.1,0.0,,10.64,10.64,0.0,10.24,10.24,0.0,,0.0,0.0,,1.0,1.0,
1630. [B1631],Q2VLH6,,,23.1,0.0,,3.77,3.77,0.0,3.63,3.63,0.0,,0.18,0.0,,1.0,1.0,
1631. [B1632],Q2VPQ9,,,23.1,0.0,,12.27,12.27,0.0,11.81,11.81,0.0,,0.15,0.0,,1.0,1.0,
1632. [B1633],Q2YDW2,,,23.1,0.0,,6.77,6.77,0.0,6.52,6.52,0.0,,0.14,0.0,,1.0,1.0,
1633. [B1634],Q33DR2,,,23.1,0.0,,0.94,0.94,0.0,0.9,0.9,0.0,,0.22,0.0,,1.0,1.0,
1634. [B1635],Q33DR3,,,23.1,0.0,,9.71,9.71,0.0,9.35,9.35,0.0,,0.08,0.0,,1.0,1.0,
1635. [B1636],Q3B7Z2,,,23.1,0.0,,10.48,10.48,0.0,10.09,10.09,0.0,,0.01,0.0,,1.0,1.0,
1636. [B1637],Q3KNM2,,,23.1,0.0,,15.57,15.57,0.0,14.99,14.99,0.0,,0.08,0.0,,1.0,1.0,
1637. [B1638],Q3SXB8,,,23.1,0.0,,2.68,2.68,0.0,2.58,2.58,0.0,,0.08,0.0,,1.0,1.0,
1638. [B1639],Q3T9X0,,,23.1,0.0,,19.36,19.36,0.0,18.63,18.63,0.0,,0.07,0.0,,1.0,1.0,
1639. [B1640],Q3TA38,,,23.1,0.0,,4.6,4.6,0.0,4.43,4.43,0.0,,0.04,0.0,,1.0,1.0,
1640. [B1641],Q3TAE8,,,23.1,0.0,,5.42,5.42,0.0,5.22,5.22,0.0,,0.05,0.0,,1.0,1.0,
1641. [B1642],Q3TAP4,,,23.1,0.0,,14.62,14.62,0.0,14.07,14.07,0.0,,0.14,0.0,,1.0,1.0,
1642. [B1643],Q3TAS6,,,23.1,0.0,,12.26,12.26,0.0,11.8,11.8,0.0,,0.05,0.0,,1.0,1.0,
1643. [B1644],Q3TB82,,,23.1,0.0,,7.46,7.46,0.0,7.18,7.18,0.0,,0.05,0.0,,1.0,1.0,
1644. [B1645],Q3TBD2,,,23.1,0.0,,5.07,5.07,0.0,4.88,4.88,0.0,,0.07,0.0,,1.0,1.0,
1645. [B1646],Q3TBL6,,,23.1,0.0,,13.85,13.85,0.0,13.33,13.33,0.0,,0.21,0.0,,1.0,1.0,
1646. [B1647],Q3TBT3,,,23.1,0.0,,7.78,7.78,0.0,7.49,7.49,0.0,,0.12,0.0,,1.0,1.0,
1647. [B1648],Q3TBW2,,,23.1,0.0,,9.01,9.01,0.0,8.67,8.67,0.0,,0.01,0.0,,1.0,1.0,
1648. [B1649],Q3TC33,,,23.1,0.0,,5.13,5.13,0.0,4.94,4.94,0.0,,0.05,0.0,,1.0,1.0,
1649. [B1650],Q3TC72,,,23.1,0.0,,13.3,13.3,0.0,12.8,12.8,0.0,,0.05,0.0,,1.0,1.0,
1650. [B1651],Q3TC93,,,23.1,0.0,,12.29,12.29,0.0,11.83,11.83,0.0,,0.05,0.0,,1.0,1.0,
